Unnamed: 0,Greek Entry,Entry,Definition
426,οὐ (ou),אוּטוֹפְּיָה,"Utopia.  [Modern L. Utopia, coined by Sir Thomas Moore (1779–1852) from Gk. ou (= not), and topos (= place). See ‘topic’ in my CEDEL.] | "
3492,οὐάλης,בָּאלִי,"Bali (Οὐάλης, Βάλης, Valens).  Ber. 25b; Taan. 18a. Sabb. 17b; Ab. Zar. 36b. Cmp. וָולִיס. | "
765,οὐγκία,אוּנְקְיָא," (uncia, οὐγκία)  1)ounce, one twelfth of a litra.  Gen. R. s. 17 א' של כסף an ounce of silver. Lam. R. to I, 1 נסבון מן אונקא (העיר) (corr. acc.) they bought ounce-wise (pepper).—2) trnsf. a trifle, particle.  Y. Taan. IV, 68c top there is not a generation in which there is not (to be atoned for through suffering) אונקי אחת וכ' (read אונקיא אחת) a particle of the sin of the calf-worship. Ex. R. s. 43, beg. אוקיא (corr. acc.). Gen. R. s. 29; Yalk. Gen. 47; Job. 908 (play on אי נקי Job. XXII, 30) א' אחת היתה וכ' only an ounce (of merit) did Noah possess; v. אינוניתא.—Pl. אוּנְקִיּוֹת. Gen. R. s. 79, end (play on the letters of ק̇ש̇י̇ט̇ה̇ Gen. XXXIII, 19) במאה אונקֹיות … ס̇לעים … ט̇לאים for one hundred (ק̇) ounces (of gold) &c. V. אוּקְיָא. | "
511,οὐγκιά (ounkia),"אוּנְקְיָא,  אוּנְקְיָה"," ounce.  [Gk. ounkia, from L. uncia (= the sixteenth part of a pound, an ounce), from oinicia, oincia (lit.: ‘unity’), and related to L. ūnus (= one). See ‘uncia’ in my CEDEL. cp. אוֹקֽיָה, אִינְץ׳.] | "
2118,οὐινδίκτα,"*אנדכתרי,  אנדוכתרי,  אונדכתרי",", a corruption of אוּנְדִּיקְטָא or אֲוִינְדִּיקְטָא f. (vindicta, Gr. form βινδίκτα, οὐινδίκτα) manumission of a slave by declaration before court (v. Sm. Ant. s. vv. Manumissio and Pileus).  Gitt. 20a but does not go free בכתב שע""ג כיפה וא' (ought to have read בכיפה וא', v. infra) by referring to his wearing a freedman’s cap or to a vindicta; Y. ib. IV, 45d בכפה והרנירק טיאניס (read ובוינדיקטא); Treat. Abadim ch. III (ed. Kirchh.) יוצא באנטוקטא (corr. acc.). [Commentators to Gitt. l. c., misled by בכתב שע""ג וכ', guess at embroideries &c. V. Révue des Etudes Juives 1883, Nr. 13, p. 150.] | "
675,οὐλαμμοῦς,"אוּלָם, "," (v. foreg., Οὐλαμμοῦς Euseb.  Euseb. Onom.; Neub. Géogr. p. 18; 261)Ulam (Porta) a place in Gilead, and one in Galilee.  Y. Snh. X, 28d—2)  in Cilicia; v. אַבְלַס | "
609,Οὐρανόσ (Ouranos),אוּרָנוּס,"1 the god of heaven, husband of Gaia, the Earth goddess (Greek mythology). [L., from Gk. Ouranos, from ouranos (= heaven, sky), which prob. is cogn. with Old I. Várunah (= the god of the evening sky) in Hindu mythology. cp. אוּרַנְיוּם.]2 name of a planet.  [L., from Gk. Ouranos, from ouranos (= heaven, sky), which prob. is cogn. with Old I. Várunah (= the god of the evening sky) in Hindu mythology. cp. אוּרַנְיוּם.] | "
2214,οὐρανόσ (ouranos),אַרְצָן,"tellurium (chemistry).  [Loan translation from Modern L. tellūrium, which was coined by the German chemist Martin Heinrich Klaproth in 1798 from L. tellūs, gen. tellūris (= earth), to denote this element as the opposite of the one called by him uranium (after Gk. ouranos (= sky, heaven).]  | "
787,οὐσία,(אוסי) אוּסִיָּא," (οὐσία) substance, (landed) property, farm, estate.  Gen. R. s. 49 אוסי (corr. acc.).—Num. R. s. 23 שפחות מן א' וכ' maid-servants from another estate. Y. Taan. IV, 69a; Lam. R. to II, 2 אי' (corr. acc.). Lev. R. s. 34.—Pl. אוּסִיּוֹת. Ex. R. s. 20. Ch. pl. אוּסְיָאן, אוּסְיָיאן. Lev. R. s. 3, beg. he likes to be called מרי אס' (corr. acc.) lord of many estates; Koh. R. to IV, 6 אוסייאס (corr. acc.). | "
807,ὀφφικιάλιος,אֹופִיקְיָלִין," (officialis, ὀφφικιάλιος) subordinate officials, constables.  Y’lamd. Balak (quot. in Ar. s. v. בלש) או' ed. Koh. Ib. שלח אפיקלין (corr. acc.) he sent constables (for her son). | "
27296,ὄχημα,קַמְרֹוטֹון," (καμάρωτον, sub. ὄχημα, S.) vaulted, arch-covered carriage. —Pl. קַמְרֹוטִין, קַמְרֹוטָא (= καμάρωτα). Cant. R. to VI, 4 (expl. צב, Num. VII, 3, v. קָמַר) כמין ק' היו וכ' (not קמרי') the wagons were like the tilted carts, in order that the sacred vessels might not be split (through close packing), v. אִסְקְפַסְטִי; Num. R. s. 12 כמין כמרוסא היו כיפין עשויות (read קמרוטא, and strike out כיפין as a gloss expl. our w.); Y. Sabb. I, 2d קמרסטא; Y. Succ. I, 52a top קמרסטה; Yalk. Num. 713 קמרסטא (obviously καμαραστα, fr. a verb καμαράζω). Gen. R. s. 31 כמין קומרוטין וכ' (some ed. קומרוטון, Ar. קמרוטין) Noah’s ark was shaped like the tilted wagons, and it was so curved that the top was one cubit broad; Yalk. ib. 54 קמרוטין. | "
1093,ὄχλοσ (ochlos),אֻכְלוּסִים," pl. [Formed from Gk. ochlos (= crowd, mob, multitude, populace), which is of uncertain origin. It is perhaps related to ochein (= to carry), and cogn. with L. vehere (= to carry, convey). See ‘vehicle’ and ‘weigh’ in my CEDEL and cp. ‘ochlocracy’ ibid.] 1crowd. [Formed from Gk. ochlos (= crowd, mob, multitude, populace), which is of uncertain origin. It is perhaps related to ochein (= to carry), and cogn. with L. vehere (= to carry, convey). See ‘vehicle’ and ‘weigh’ in my CEDEL and cp. ‘ochlocracy’ ibid.] 2population.  [Formed from Gk. ochlos (= crowd, mob, multitude, populace), which is of uncertain origin. It is perhaps related to ochein (= to carry), and cogn. with L. vehere (= to carry, convey). See ‘vehicle’ and ‘weigh’ in my CEDEL and cp. ‘ochlocracy’ ibid.]  | "
1479,ὀψαρίου,"*איספיסריאון,  קומיס א'",", Lev. R. s. 5, read אֹופְּסָרִיאוּ (ὀψαρίου) = comes annonæ; v. D.  C. s. v. Comes. | "
1487,ὀψαρτυτής,*איספקסיטין,", read אוֹפְּסַרְטִיטֵיס m. (ὀψαρτυτής) cook.  Esth. R. to I, 14, read הא' של כולם (ממוכן = preparing). | "
2610,ὀψιανός,"*אֲפוּזְיָינֵי,  אָפְזְיָינֵי"," (ὀψιανός, sub λίθος, obsianus) obsidian beads [Rashi: of gold, thinking of פז].  Sabb. 57b Ms. M. אפוז' (ed. אפוזיינו, Ar. s. v. אָבְז' אב; Var. in Mss. אפד', אפיד', v. Rabb. D. S. a. l.), expl. טוטפת, of Mish., contrad. to חומרתא דקטיפתא balsam beads, v. חוּמַרְתָּא. V. אָפְסְיָין. | "
2759,ὀψιανός,*אָפְסְיָין," (obsianus, ὀψιανός) obsidian, a stone used as glass.  Tanḥ. Naso 23. Yalk. Ps. 842 אפוטיין (read אוֹפְסְיָין). [Midr. Till. to Ps. XCI; Num. R. s. 12 קליפין.] Cmp. אָפְזְיָינֵי. V. אמפומיות. | "
1884,ὄψισ (opsis),אֶפְעֶה," viper.  [Prob. lit. ‘the hissing animal’ and derived from פעה (= to groan, cry). cp. Aram. אַפְעָא (= viper), from פְּעָא (= it bleated), Arab. af‘am (= viper), Ethiop. ’af‘ōt. cp. also Coptic efōt (= a kind of a crocodile). According to Aharoni אֶפְעֶה is identical with Echis colorata. Gk. opsis (= snake) is perhaps a loan word from Heb. אֶפְעֶה or Aram. אַפְעָא.] | "
2767,ὀψοθήκη,"*אפסתיק,  אפסתקי"," (supposed to be an adapt. of ὀψοθήκη) wallet.  Gen. R. s. 70 when Laban could not see אפי' אפסתקיתיה (יתי …, Yalk. Gen. 124 אפסתיק' without אפי', Ar. omits אפי', Lonz. אפיסטוקתיא, Rashi אפסט' without אפי') even his (Jacob’s) wallet. [Prob. to be read חמי אַפּוֹתִּיקִי דידיה … or אַפוֹתִּיקַיָּתֵיה, cmp. Targ. Y. Gen. XXIV, 10.] | "
24097,οψωνάτωρ,"*,  *פְּסַנְטוֹר"," (corrupt. of obsonator, οψωνάτωρ) caterer, purveyor.  Koh. R. to I, 3 פְּסַנְטוֹרָךְ אנא ולית את מטעים וכ' I am thy caterer, and thou wilt not let me taste thy dish, that I may know what it may need?; Lev. R. s. 28 Ar. (ed., a. Yalk. Jer. 276, a. e. מגרסך, v. מָגֵירוֹס). | "
1879,ὀψωνία (opsonia),אַפְסַנְיָה,"supply for an army, provision, catering.  [Gk. opsonia (= purchase of fish or other victuals), from opsones (= one who buys fish or other victuals, caterer, purveyor), which is compounded of opson (= meat, fish), which is of uncertain origin, and oneisthai (= to buy food), for whose etymology see אוֹן II.]  | "
2753,ὀψώνιον,"אָפְסוֹנִין,  אוֹפְסוֹנִין"," (ὀψώνιον) provision, marketing.  Tanḥ. Tsav 1 כבר שלחתי אפסונין וכ' (some ed. גין …) I have already sent the marketing to thy house (bribing the market commissioner); Yalk. Lev. 479 אופסנון; Mic. 555 אופסיטן (corr. acc.). | "
2763,ὀψώνιον,אָפְסַנְיָא," (ὀψώνιον, cmp. אָפְסוֹנִין) provision, esp. supply and pay for an army.  Snh. 18b מלך משום א' the king (is excluded from the court deciding on the intercalation of a thirteenth month) on account of the soldiers’ pay (it being to his interest to create an embolistic year). Ib. II, 4 (21b) (Mish. a. Gem. ed. אספ' throughout the whole page, Ms. M. אפס') כדי ליתן א' as much as is required for the stipends he has to pay. Y. Snh. II, 20c top אפסנייא.—Pl. אָפְסַנְיוֹת (doubtful, prob. אַכְסַנְיוּת). Cant. R. to I, 2 שהיה מהלך א' (read מחלק, ed. אפסיניות, אפיסניות). Sifré Deut. 328; Yalk. ib. 946 אָפְסַנְיָאוֹת. | "
556,oct,אוֹקְטָן,"octane (a hydrocarbon of the methane series C 8H 18).  [Coined from Gk. oct-, combining form meaning ‘eight’, and - ane, suff. used to form names of saturated hydrocarbons.] | "
480,ogmos,אוֹמָן,"row of corn in the field.  [Of uncertain origin; possibly related to Arab. ’immān (of s.m.), or a loan word from Gk. ogmos (= row, line), which stands in gradational relationship to agein (= to lead), for whose etymology see ‘agent’ (adj.) in my CEDEL.] | "
1988,oikomenikos,אֶקוּמֶנִי,"ecumenic, ecumenical.  [Late L. oecūmenicus, from Gk. oikomenikos (= open to the whole world), from oikumene (= the inhabited world), from oikein (= to inhabit), from oikos (= house, abode, dwelling).] | "
1939,oisun,אַצָּה,"alga, seaweed.  [Perhaps from Gk. oisun, oisuon (= a kind of a willow), which are related to itea, eitea (= willow).] | "
466,Olympias,אוֹלִימְפְּיָאדָה," Olympiad.  [Gk. Olympias, from olympia (a district in Elis in ancient Greece, where the Olympian games were held), from f. of olympios (= pertaining to Olympus or Olympia), from olympos (= Olympus), which is of unknown etymology.] | "
487,one,"אוֹן,  אוֹנָה,  אוֹנִי"," deed of purchase.  [Gk. one (= buying, purchasing; deed of purchase), which is cogn. with Old I. vasnáh (= purchase money), vasnám (= reward), L. vēnum or vēnus (= sale), vēnālis (= that which can be bought). See ‘venal’ in my CEDEL. cp. the second element in אַפֽסַנְיָה.] | "
1783,ops,אֶפּוֹס,"epos.  [Gk. epos (= word, speech, tale, song; in pl. ‘epic poetry’). Related to Gk. ops (= voice), ossa (= voice tale), and cogn. with L. vox (= voice). cp. אֶפִּי, אֶפִּיקָה and the first element in אֶפּוֹפֵּיָה.] | "
1572,ops,אַנְטִילוֹפָּה,"antelope.  [Eng. antelope, from Med. Gk. antholops, name of a fabulous animal, which prob. means ‘flower eye’, from Gk. anthos (= flower), and ops (= eye). For the etymology of Gk. ops see אוֹפְּטִי. cp. the first element in אַנְתּוֹלוֹגְיָה and the second in קַנְקַנְתּוּם.] | "
572,ordein,אוֹרְדִּינָטָה,"ordinate (mathematics).  [L. līnea ōrdināta (= parallel line), f. p. part. of ōrdināre (= to set in order, arrange; to order), from ōrdō, gen. ōrdinis (= a straight row, regular series, order, class, rank) which is cogn. with Gk. ordein (= to begin a web); prob. derived from IE base *ar- (= to join). See ‘article’ in my CEDEL and cp. ‘order’ ibid.] | "
2061,orgyros,אַרְגּוּמֶנְט,"argument.  [Fren. argument, from L. argūmentum, from arguere (= to make clear, prove), which is related to argentum (= silver); arguere orig. meant ‘to make as white as silver’. L. argentum is cogn. with Gk. orgyros (= silver), properly ‘the white (metal)’, from argos (= shining, bright, white), from IE base *arg– (= to shine).] | "
5996,horos,הורְמונִים,"hormones.  [Gk. hormon (= that which urges or arouses), pres. part. of horman (= to set in motion, urge, stimulate), from horme (= onset, impulse), from IE base * ser– (= to run, flow), whence also Gk. horos, L. serum (= watery fluid, whey). See סֶרוּם.] | "
23084,πάγκρεας (pankreas),פַּנְקְרֵיאָס,"pancreas (anatomy).  [Medical L. pancreas, from Gk. pankreas, (lit.: ‘entirely flesh’), from pan- (see פַּן□) and kreas (= flesh), which is cogn. with L. crūdus (= raw), cruor (= thick blood, gore). See ‘crude’ in my CEDEL.] | "
23974,πάγχρυσος,פַּנְקְרִיסִין פַּנְקְרִסִין," (πάγχρυσος) [all-gold,] name of a fruit, prob. apricots.  Y. Sot. I, 17b top יפה מפ' וכ' … better were the late fruits … than the apricots &c.; ib. IX, 24b bot.; (Y. Peah VII, 20a bot. מפרסקין). Y. Sabb. III, 5d וטעמן יפה כפ' and their taste was as delicious as that of apricots; Y. Ter. II, 41c bot. (corr. acc.).—Y. Ab. Zar. II, 41d פ' … שלהן apricots pressed by gentiles (prob. to be read, as Bab. ib. 38b; Tosef. ib. IV (V), 11 קַפְרִיסִין). | "
23904,παθητικόσ (pathetikos),פָּתֶטִי,"pathetic.  [Back formation from Gk. pathetikos (= capable of emotion), from pathetos (= subject to suffering), verbal adj. of pathein (= to suffer). See פָּתוֹס and suff. □ִי.]  | "
7609,πάθος,הִדְרוֹקָן," (ὑδρωπικόν or ὑδερικόν, sub. πάθος) dropsy; (חולה) ה' one afflicted with dropsy.  Erub. 41b חיה וחולי מעיים וה' Ms. M. (ed. חיה misplaced, v. Rabb. D. S. a. l. note) a lying-in woman, and sufferers from bowel diseases or dropsy. Ber. 25a; 62b; Bekh. 44b; Tam. 27b. Sabb. 33a (Ms. M. הִדְרָקוֹן); a. e. [Ar. reads everywhere הדרקון.] | "
23155,πάθοσ (pathos),פְּסִיכוֹפַּתְיָה,"psychopathy.  [Compounded of פְּסִיכוֹ□, Gk. pathos (= suffering), and suff. □יָה.] | "
23877,πάθοσ (pathos),פָּתוֹגֶנִי,"pathogenic.  [Compounded of Gk. pathos (= suffering, passion), and genes (= produced by), used in its modern sense ‘producing’. See פָּתוֹס and גֶּן. For the ending of פָּתוֹגֶנִי see suff. □ִי.] | "
23889,πάθοσ (pathos),פָּתוֹלוֹגְיָה,"pathology.  [Medical L. pathologia (= study of disease), from Gk. pathos (= a suffering), and – logia (see פָּתוֹס and □לוֹגְיָה).] | "
23891,πάθοσ (pathos),פָּתוֹס,"pathos.  [Gk. pathos (= suffering, passion, misfortune, calamity), related to pathein, paschein (= to suffer), penthos (= grief, sorrow). cp. פָּתֶטִי, the first element in פָּתוֹלוֹגְיָה and the second element in סִימְפַּתְיָה.] | "
22266,παιδαγωγία (paidagogia),פֶּדָגוֹגְיָה,"pedagogy, education.  [Fren. pédagogie, from L. paedagōgia, from Gk. paidagogia (= attendance on children, education, culture), properly ‘office of the paidagogos’. See פֶּדָגוֹג and suff. □יָה.] | "
22867,παιδάγωγος,פְּדָגוֹג פִּידָ'," (παιδάγωγος) pedagogue, tutor, a youth’s governor.  Gen. R. s. 1 (expl. אמון, Prov. VIII, 30). Ib. s. 28 למלך שמסר את בנו לפ' וכ' like the case of a king that gave his son in charge of a governor, who led him to excesses. Pesik. Baḥod., p. 101b אמר פִּידָגוֹגוֹ וכ' said his tutor, let him go to school; a. fr.—Pl. פְּדָגוֹגִין, פִּידָ'. Num. R. s. 1, beg. ולא העמדתי לכם שלשה פ' וכ' (not להם) and did I not assign to you three governors: Moses, Aaron, and Miriam? (Lev. R. s. 27 שלוחין). Deut. R. s. 2; a. e. | "
22264,παιδαγωγόσ (paidagogos),"פֶּדָגוֹג,  פַּדְגּוֹג","pedagogue, pedagog.  [L. paedagōgus, from Gk. paidagogos (= slave who escorted a boy from home to school and back again, tutor, teacher), which stands for paidos agogos (= leader of a child), from pais, gen. paidos (= child), and agogos (= guide, leader), from agein (= to lead). The first element derives from IE * pěu– (= small, little, few, young); see ‘few’ in my CEDEL and cp. the third element in אֶנְצִיקְלוֹפֵּדְיָה. For the second element see אַקְטוּאָלִי. cp. פֶּדָגוֹגִי, פֶּדָגוֹגְיָה, and פֶּדִיאָטֶר. cp. also פֶּדַנְט.] | "
23703,παιδαγωγῶν,פלגוגון פלגוגין,", a corrupt. for פַּדְגּוֹגוֹן m. (παιδαγωγῶν) teaching, training.  Y’lamd. to Deut. V, 6 sq., quot. in Ar. אלפיים שנה היה הקב""ה פ' בה וכ' two thousand years (two days of the Lord’s, before the creation of the world) the Lord used her (the Torah) as a pedagogue (disciplining the forces of Nature, with ref. to יום יום, Prov. VIII, 30); cmp. Gen. R. s. 1, beg. | "
9122,παιδές,"זַעֲטוּט,  (זַאֲטוּט,  זַטּוּט)"," (redupl. of זעט, v. זוּטָּא) young man, youth, student. —Pl. זַעֲטוּטִים, constr. זַעֲטוּטֵי (a Variant of נערי, Ex. XXIV, 5, because נערי admits of the meaning of servants, slaves, Greek παιδές). Sifré Deut. 356 (v. מָעוֹן a. הִיא) and one manuscript existed in the Temple which was named ספר זעטוטים the Book of Zaʿăṭûṭim (containing זעטוטי for נערי); Treat. Sof’rim VI, 4 זאטוטי; Y. Taan. IV, 68a bot. זעטוטי.—Meg. 9a (reported as one of the changes in the Greek translation of the Pentateuch, and ref. to נערי l. c., and to אצילי Ex. XXIV, 11)  זאטוטי ed. (Ms. Par. זע', oth. mss. a. Yalk. Gen. 3 זטוטי) ‘the youths’ (νεανίσκοι, in place of παιδές, v. LXX Ex. l. c.). | "
9122,παιδές,"זַעֲטוּט,  (זַאֲטוּט,  זַטּוּט)"," (redupl. of זעט, v. זוּטָּא) young man, youth, student. —Pl. זַעֲטוּטִים, constr. זַעֲטוּטֵי (a Variant of נערי, Ex. XXIV, 5, because נערי admits of the meaning of servants, slaves, Greek παιδές). Sifré Deut. 356 (v. מָעוֹן a. הִיא) and one manuscript existed in the Temple which was named ספר זעטוטים the Book of Zaʿăṭûṭim (containing זעטוטי for נערי); Treat. Sof’rim VI, 4 זאטוטי; Y. Taan. IV, 68a bot. זעטוטי.—Meg. 9a (reported as one of the changes in the Greek translation of the Pentateuch, and ref. to נערי l. c., and to אצילי Ex. XXIV, 11)  זאטוטי ed. (Ms. Par. זע', oth. mss. a. Yalk. Gen. 3 זטוטי) ‘the youths’ (νεανίσκοι, in place of παιδές, v. LXX Ex. l. c.). | "
30259,παιδιά,שִׁופּוּט שִׁפּ'," (שפט, v. שִׁפְטָא) childishness, folly, vanity.  Koh. R. to I, 13 (expl. ענין רע, ib.) זה שִׁיפּוּטֹו של ממון this is the folly of greed for wealth (because it is never satisfied); זה שיפוטו של גזל this is the folly of robbery (because it is the foremost among the accusers of man before the throne of God); ib. זה שִׁיפּוּטָהּ של תורה וכ' this is the vanity of study, because one learns and forgets again.—Pl. שִׁיפּוּטִים, שִׁפּ' (= παιδιά) boyish things, sport, (euphem. for) sodomy. Ex. R. s. 8 (ref. to II Chr. XXIV, 24) א""ת שפטים אלא ש' read not sh’faṭim (punishment) but shippuṭim (sport); Tanḥ. B’shall. 25; ib. Vaëra 9. | "
22269,παῖς (pais),פֶּדוֹלוֹגְיָה,"pedology (child study).  [Compounded of Gk. pais, gen. paidos (= child), and logia, from logos (= one who speaks in a certain manner; one who deals with a certain topic). See פֶּדָגוֹג and □לוֹגֽיָה.] | "
22276,παῖς (pais),פֶּדִיאָטֶר,"pediatrist.  [Compounded of Gk. pais, gen. paidos (= child), and iatros (= physician), which derives from iasthai (= to heal), prob. from IE base * eis– (= to set in quick motion), whence also Gk. iepos (= holy, sacred; orig.: ‘filled with divine force’), and prob. identical with iepos (= strong, lively, active, quick, swift).] | "
4312,παλαιὰ,"בְּלֵי,  בְּלָא,  בְּלָה"," Targ. Deut. VIII, 4; ib. Y. XXIX, 4 בלמו, Var. כלמו, read בלת; a. fr.—Lev. R. s. 19 כולו בלה all goes to ruin. Ber. 5b, v. בְּכָא. Ib. 6a. Bekh. 9a ובלו להו ואזול they failed and went to destruction. Ab. V, 22 סיב ובְלֵה בה grow old and frail in it (the study of the Law).—[Targ. Ps. LXII, 11; XCI, 2 Ms., v. כְּלִי I.] | Pa. בַּלֵּי  as preced. Pi.—Targ.  Is. III, 15; a. e.—Ab. Zar. 20a that this beauty ב' עפרא dust will destroy.—Part. pass. f. מְבַלְּיָא. Lev. R. s. 33 (interpret. בלה נאפים Ezek. XXIII, 43) Aquila translates παλαιὰ πόρνη (old harlot), דהוא מבליא גייארא ed. (Ar. דהיא מב' גיירייא, Yalk. Dan. 1061 only דהיא מבליא) which means, a wasted harlot (wasted through fornication)."
23818,παλαιά,פַּלִּיָיא פַּלִּיָיאָה," (παλαιά) old.  Lev. R. s. 33 (not פיל'; Ar. פליאה), v. בְּלֵי I; Yalk. Dan. 1061 פליא. Cant. R. to III, 4 פילאי (corr. acc.), v. באמי. | "
3493,παλαιὰ,"*באמי,  כאמי","  (Mus. a. Maar.), Cant. R. to III, 4, read: פורני פלייאה קקוסכימי πόρνη παλαιὰ κακόσχημε, thou ungainly old harlot, מהו את וכ' (not מחי) what thinkest thou of thyself? Cmp. פֹּורְנִי. | "
22898,παλαιόσ (palaios),פָּלֵיאוֹגְרַפְיָה,"paleography.  [Compounded of Gk. palaios (= ancient), and graphia, from graphein (= to write). The first element derives from palai (= long ago). For the second element see □גְרַפֽיָה and cp. the first element in פָּלִימְפְּסֶסֽט and in פָּלִינְדְּרוֹם.] | "
22899,παλαιόσ (palaios),פָּלֵיאוֹזוֹאִי,"Palaeozoic.  [Eng. Palaeozoic, from Gk. palaios (see פָּלֵיאוֹגְרַפֽיָה), zoe (= life; see זוֹאוֹלוֹגְיָה), and suff. – ic. The word Palaeozoic was coined by Adam Sedgwick (1785–1873).] | "
22903,παλαιόσ (palaios),פָּלֵיאוֹנְטוֹלוֹגְיָה,"paleontology.  [Fren. paléontologie, compounded of Gk. palaios (= ancient), on, ontos, neuter pres. part. of einai (= to be), and logia. See פָּלֵיאוֹגְרַפְיָה. See also ‘be’ in my CEDEL. cp. פִיסִי and see □לוֹגְיָה.] | "
23865,παλαιστίνη,פְּלַסְטִינִי," (Παλαιστίνη) Palestine (Philistæa).  Gen. R. s. 90 end (ref. to Gen. XLI, 54) בשלש ארצות בפניקיא ובפ' … in the three countries, Phœnicia, Arabia and Palestine; Yalk. ib. 148 בקפוטיקי … ובפלסטים (corr. acc.). Lev. R. s. 5 (ref. to גת פלשתים Am. VI, 2) אלין תלוליא דפ' that means the mounds of Philistia; Num. R. s. 10; Yalk. Am. 545 דפלסתני (corr. acc). Lam. R. to I, 5 דוכוס דפ' the dux (commander) of Palestine. | "
23006,παλαιστίνη (palaistine),פַּלֶשְׂתִּינָה,"Palestine.  [From Gk. palaistine, from Heb. פּֽלֶשֶׁת (q.v.). Already Herodotus (and after him Ptolemy and Pliny) used the phrase Syrie e palaistine (= Palestinian Syria) to denote Judea and Palestine as well as the interior of the land down to the Arabian desert. Later the phrase ‘Palestinian Syria’ was shortened into ‘Palestine’, which was used already by Josephus and Philo. Since Vespasian the country was called officially ‘Palestine’. In 1948 the name was changed into ‘Israel’. Syr. פלסטינא and Arab. Falastīn go back to Gk. palaistine.] | "
23780,παλατίνη,פַּלָּטִינוֹס פַּלָּאטִ'," (palatinus, παλατῖνος)  1) (sub. mons) the Palatine Hill, a name given to royal residences in general (v. Dio Cassius LIII, 16); esp. Palatinus, a name given by the Samaritans to Mount Gerizim.  Gen. R. s. 32 עבר בהדין פלטאנוס (Var. ניס …, נים …; corr. acc.) passed that Palatinus (on his way to Jerusalem); ib. s. 81 פלטנוס (not ת …); Cant. R. to IV, 4 חד פלאטנוס (corr. acc.); Yalk. Gen. 57 פלטניס (corr. acc.); (Deut. R. s. 3 הר גריזים).—2)courtier, palace-guard, nobleman. —Pl. פַּלָּטִינִין; (Lat. form) פַּלָּטִינִי, פַּלָּא'. Num. R. s. 1 שבטו של לוי פ' היו the tribe of Levi was the palace-guard (royal body-guard in the Temple). Ib. s. 5 אע""פ שהיתה משפחת קהת פ' וכ' although the Kehath family vere palatini, when carrying the Ark they carried it like slaves (on their shoulders, no rank being recognized before God, v. פַּלָּטִין). Ruth R. to I, 2 (expl. אפרתים, ib.) פלטייאני (corr. acc.); Midr. Sam. ch. I פלאטוני (corr. acc.); Lev. R. s. 2 (ref. to אפרים, Jer. XXXI, 19) פלטיאני (corr. acc.). Pirké d’R. El. ch. XLV (ref. to אפרת I Chr. II, 19) פלטיני בת מלכים וכ' (παλατίνη) a palatina, a daughter of nobles; ib. בן פלטוני בן מלכים וכ' (corr. acc.) a son of noblemen, a son of kings &c. Num. R. s. 13 בן פלוטומנין, פולוט'; Pesik. R. s. 7 פולטומין (corr. acc.). | "
23780,παλατῖνος,פַּלָּטִינוֹס פַּלָּאטִ'," (palatinus, παλατῖνος)  1) (sub. mons) the Palatine Hill, a name given to royal residences in general (v. Dio Cassius LIII, 16); esp. Palatinus, a name given by the Samaritans to Mount Gerizim.  Gen. R. s. 32 עבר בהדין פלטאנוס (Var. ניס …, נים …; corr. acc.) passed that Palatinus (on his way to Jerusalem); ib. s. 81 פלטנוס (not ת …); Cant. R. to IV, 4 חד פלאטנוס (corr. acc.); Yalk. Gen. 57 פלטניס (corr. acc.); (Deut. R. s. 3 הר גריזים).—2)courtier, palace-guard, nobleman. —Pl. פַּלָּטִינִין; (Lat. form) פַּלָּטִינִי, פַּלָּא'. Num. R. s. 1 שבטו של לוי פ' היו the tribe of Levi was the palace-guard (royal body-guard in the Temple). Ib. s. 5 אע""פ שהיתה משפחת קהת פ' וכ' although the Kehath family vere palatini, when carrying the Ark they carried it like slaves (on their shoulders, no rank being recognized before God, v. פַּלָּטִין). Ruth R. to I, 2 (expl. אפרתים, ib.) פלטייאני (corr. acc.); Midr. Sam. ch. I פלאטוני (corr. acc.); Lev. R. s. 2 (ref. to אפרים, Jer. XXXI, 19) פלטיאני (corr. acc.). Pirké d’R. El. ch. XLV (ref. to אפרת I Chr. II, 19) פלטיני בת מלכים וכ' (παλατίνη) a palatina, a daughter of nobles; ib. בן פלטוני בן מלכים וכ' (corr. acc.) a son of noblemen, a son of kings &c. Num. R. s. 13 בן פלוטומנין, פולוט'; Pesik. R. s. 7 פולטומין (corr. acc.). | "
23779,παλάτιον,פַּלָּטִין פַּלְטִין," c. (palatium, παλάτιον) palace.  [Targ. Lam. IV, 1, read with ed. Lag. פִּיטָלוֹן.] Targ. Y. II Gen. XII, 15 (Ar. פַּלְטוֹרִין). Targ. II Esth. I, 9; a. fr.—Gen. R. s. 12 לפ' גדולה וכ' like a large palace with many entrances. Y. Sabb. X, 12c אין גדולה בפ' של מלך in the king’s palace (the Temple) no rank is recognized (all are alike); a. v. fr.—Pl. same. Targ. Y. Gen. XLVII, 27.—V. פַּלְטֵרִין | "
22888,παλάτιον (palation),פָּלָטִין,"palace.  [Gk. palation, L. palātium (= palace; orig. palace built by Augustus on Palatine Hill), from Palātium (= Palatine Hill), name of the central of the seven hills of Rome. The name Palātium is prob. of Etruscan origin and related to Palēs, name of an Italian goddess of shepherds and cattle.] | "
