Dictionary ID,Greek Entry,Entry,Definition
Jastrow 13788,ξέστης,"כְּסִיסְטָא,  כְּסוּסְ'","(ξέστης, v. Sm. Ant. s. v.) xestes, sextarius, a dry and liquid measure (nearly a pint). —Pl. כְּסִיסְטָאוֹת, כְּסוּ'. Gen. R. s. 4; Yalk. ib. 5. [‘Rashi’ reads גְּזוּזְטְרָאוֹת.]"
Jastrow 13844,κ,"כַּפָּא, ","(Κάππα) the Greek letter Kappa, as a numeral (κʹ) twenty.  Lam. R. to I, 1 (חד בר נש) רבתי, v. דּוֹקְיָיא."
Jastrow 13844,Κάππα,"כַּפָּא, ","(Κάππα) the Greek letter Kappa, as a numeral (κʹ) twenty.  Lam. R. to I, 1 (חד בר נש) רבתי, v. דּוֹקְיָיא."
Jastrow 13893,κέφαλος,"*,  *כִּפְלָיוֹת,  קִיפְלָאוֹת","(κέφαλος) a species of mullet, a delicious fish (v. Sm. Ant. s. v. Cephalus).  Gen. R. s. 98 (expl. מעדני מלך, Gen. XLIX, 20), כ' ואנפקינון (not … טן) mullets and oil of unripe olives. Sifré Deut. 355 (ref. to Deut. XXXIII, 24) שהיה … בשמן אנפיקין ובקי' וכ' (corr. acc.) Asher made himself agreeable to his brother tribes by furnishing them oil … and mullets, while they supplied him with grain; Yalk. ib. 962 (comment.: fine fruits)."
Jastrow 13953,χειριδωτός,כַּרְדּוּט,"(chiridota, χειριδωτός) a tunic with sleeves.  Targ. I Sam. II, 18; a. e. (h. text אפוד).—Pl. כַּרְדּוּטִין. Targ. II Sam. XIII, 18 (h. text מעילים).—V. next art."
Jastrow 13955,χονδρίται,(כַּרְדּוּ') כַּרְדִּיטִין,"(a corrupt. of כונדריטין χονδρίται) bread made of groats.  Targ. Jer. VII, 18; XLIV, 19 (h. text כַּוָּנִים)."
Klein 12436,κράμβη (krambe),כְּרוּב,"cabbage. PBH [Together with Aram. כְּרוּבָא, כַּרְבָּא, Syr. כַּרְבָּא, borrowed from Gk. krambe, which is related to krambos (= dry shriveling), kromboyn (= to roast), and cogn. with Old Ger. hrimfan, rimfan (= to contract, wrinkle), Old Eng. hrympel (= wrinkle). See ‘rumple’ in my CEDEL and cp. ‘Crambe’ ibid.]"
Klein 12442,κάρον (karon),כְּרַוְיָה,"caraway. PBH [From Gk. karon (= caraway), which is of uncertain etymology. cp. ‘caraway’ in my CEDEL.]"
Klein 12446,χρῶμα (chroma),כְּרוּם,"1) yellow or green color. 2) a fabulous multicolored bird. PBH [Prob. derived from Gk. chroma (= color), which is related to chroia, of s.m., chrozein (= to touch the surface of a body, to tinge, to color), from IE base ghrōu-, ghrō- (= to rub, smear, tinge), which is related to base gher- (= to rub). See ‘chrism’ in my CEDEL. cp. כְּרוֹם, כְּרוֹמָטִי and כְּרוֹמוֹסוֹמָה, כְּרוֹמוֹסְפֵירָה.]"
Klein 12450,χρωματικός (chromatikos),כְּרוֹמָטִי,"chromatic (music). FW [Gk. chromatikos (= pertaining to color), from chroma, genitive chromatos (= color). See כּֽרוּם and suff. □ִי.]"
Klein 12455,χρονικός (chronikos),כְּרוֹנִי,"chronic. FW [From Gk. chronikos (= pertaining to time), from chronos (= time), which prob. stands for ĝhr-on-os and derives from IE base ĝher- (= to seize, take, hold, close, envelop), whence also cheir (= hand). See כִּירוֹמַנְטְיָה. Time is regarded as ‘that which embraces all things’. cp. כּֽרוֹנִיקָה. cp. also the first element in כְּרוֹנוֹגֽרָף, כּֽרוֹנוֹלוֹגְיָה, כְּרוֹנוֹמֶטֶר and the second element in אֲנַכֽרוֹנִיזְם and in סִינֽכְּרוֹנִי.]"
Jastrow 13989,κράσπεδα,כְּרוּסְפְּדָא,"(κράσπεδον, mostly pl. κράσπεδα) edge, border, fringe.  Targ. O. Num. XV, 38 כְּרוּסְפַּד כנפא ed. Berl. (Mss. a. ed. כרוספדא דכ').—Pl. כְּרוּסְפְּדִין. Ib., sq. Targ. O. Deut. XXII, 12."
Jastrow 13989,κράσπεδον,כְּרוּסְפְּדָא,"(κράσπεδον, mostly pl. κράσπεδα) edge, border, fringe.  Targ. O. Num. XV, 38 כְּרוּסְפַּד כנפא ed. Berl. (Mss. a. ed. כרוספדא דכ').—Pl. כְּרוּסְפְּדִין. Ib., sq. Targ. O. Deut. XXII, 12."
Klein 12470,χάρτης (chartes),כַּרְטוֹתֵיקָה,"1) document. 2) card index, file. FW [Compounded of Gk. chartes (= a leaf of the Egyptian papyrus, papyrus, paper), and theke (= case, box, chest). See כַּרֽטִיס and תִּיק.]"
Jastrow 14012,χάρτης,כַּרְטֵיס,"(χάρτης) document.  Y. Keth. IX, end, 33c כהן דמר אבד כַּרְטֵיסוֹ וכ' (not סן …) in accordance with the opinion of him who says, if one’s document (of indebtedness) is lost, write a duplicate for him. Ib. לבד מן כרטוסה קדמייא וכ' (read: כַּרְטֵיסָה or כַּרְטֵיסַיָּה pl.) irrespective of a previous document (or previous documents, against me) which may be in thy possession. Ib. [read:] אלא כי אורחא דבר נשא מימר אבד כַּרְטֵיסִי עבד חורן but is it a usual matter for a man to say (to his debtor), my document has been lost, write another for me?—V. קַרְטֵיס."
Klein 12481,χάρισμα (charisma),כָּרִיזְמָה,"charisma. FW [Gk. charisma (= grace, favor, gift), from charizesdai (= to show favor), from charis (= grace).]"
Jastrow 14032,χρυσάργυρον,"כְּרִיסוֹ,  כ' אַרְגִּירָא","(χρυσοάργυρον, usu. χρυσάργυρον) gold and silver tax levied by Constantine the Great (v. Sachs Beitr. II, 140; Rapap. Er. Mill. p. 193, a. authors there quoted).  Y. B. Kam. III, 3c top אהן כ' א' וכ' as to the chrysargyron: before that tax is arranged, it is permitted to say (to the officers), ‘this man is my fellow-trader’; when it has been arranged (and is being collected), it is not permitted (because it would injure the person omitted in the list without alleviating the burden of others); cmp. אכסניי.—Pl. כְּרִיסַרְגּוּרִיּוֹת. Cant. R. II, 2 (variously corrupted).—Midr. Till. to Ps. XII מרגזאות, ed. Bub. מזה נמסאות; Yalk. ib. 656 מדגראות, read: כְּרִיזַרְגְּרָאוֹת (ascribed to Hadrian)."
Jastrow 14032,χρυσοάργυρον,"כְּרִיסוֹ,  כ' אַרְגִּירָא","(χρυσοάργυρον, usu. χρυσάργυρον) gold and silver tax levied by Constantine the Great (v. Sachs Beitr. II, 140; Rapap. Er. Mill. p. 193, a. authors there quoted).  Y. B. Kam. III, 3c top אהן כ' א' וכ' as to the chrysargyron: before that tax is arranged, it is permitted to say (to the officers), ‘this man is my fellow-trader’; when it has been arranged (and is being collected), it is not permitted (because it would injure the person omitted in the list without alleviating the burden of others); cmp. אכסניי.—Pl. כְּרִיסַרְגּוּרִיּוֹת. Cant. R. II, 2 (variously corrupted).—Midr. Till. to Ps. XII מרגזאות, ed. Bub. מזה נמסאות; Yalk. ib. 656 מדגראות, read: כְּרִיזַרְגְּרָאוֹת (ascribed to Hadrian)."
Jastrow 14033,χρυσολάχανον,כְּרִיסוֹלָכַנוֹן,"(χρυσολάχανον) orach.  Y. Kil. I, 27a bot. כירבי לבנון (corr. acc.)."
Jastrow 14034,χαριστίων,כַּרִיסְטְיוֹנָא,"(χαριστίων) charistion, an instrument for weighing or lifting (Lidd. et Scott. Gr. Dict.); scales for minute weights (P. Sm. s. v. כרסטונא, p. 1836).  Lam. R. to I, 5 כרסטייתא Ar. (corr. acc.; ed. קְרִצְטְיוֹנָא)."
Jastrow 14079,ἐκήρυξεν,כרכסין,", read: כֵּרוּכְסִין (ἐκήρυξεν, sub. ὁ κῆρυξ; cmp. בריכסון) it has been announced.  Esth. to I, 10 (ref. to ז̇ת̇ר̇ וכ̇ר̇כס, v. כַּרְכַּס) לשון יוני הוא היך מה דאת אמר כ' Carcas it a Greek expression (‘see the profligacy … and publish it’, κήρυσσε) as you say ἐκήρυξεν, proclamation has been made."
Jastrow 14079,κήρυσσε,כרכסין,", read: כֵּרוּכְסִין (ἐκήρυξεν, sub. ὁ κῆρυξ; cmp. בריכסון) it has been announced.  Esth. to I, 10 (ref. to ז̇ת̇ר̇ וכ̇ר̇כס, v. כַּרְכַּס) לשון יוני הוא היך מה דאת אמר כ' Carcas it a Greek expression (‘see the profligacy … and publish it’, κήρυσσε) as you say ἐκήρυξεν, proclamation has been made."
Jastrow 14102,κράμβη,"*,  *כְּרַנְבִּי","(κράμβη) cabbage.  Lam. R. to III, 42 (not כרנכי), v. בְּסִימָא."
Jastrow 14103,χέρνιψ,"*,  *כַּרְנִיבָּאוֹת","(χέρνιψ, -βος) vessels containing lustral water, placed at the doors of Greek and Roman temples (v. Sm. Ant. s. v.).  Sifré Num. 158 כרדוכאות (corr. acc.; Ar. כַּרְנִבָּאוֹת)."
Klein 12538,χαράκωμα (charakoma),כַּרְקוֹם,"besieging troop. PBH [From Gk. charakoma (= a place paled round, a fortified camp), from charakoin (= to pale), which is related to charassein (= to engrave). See כָּרַקְטֶרִיסְטִיקָה.]"
Klein 12539,χαρακτηριστικός (charakteristikos),כָּרַקְטֶרִיסְטִיקָה,"characteristic. FW [From Gk. charakteristikos (= characteristic, adj.), from charakterizein (= to characterize), from charakter (= graving tool, mark engraved, impress, character), from the stem of charassein (= to engrave), which is prob. of Sem. origin. cp. Heb. חָרַשׁ (= he engraved, plowed), חָרַת (= he engraved); see חרשׁ I and חרת.]"
Jastrow 14152,πράσινον,"כְּרֵתִינוֹן,  כְּרֵיתִ'","(a denom. of כְּרֵתָן, כָּרֵתִי, formed after the Greek πράσινον) leek-colored, green.  Y’lamd. to Gen. XLIX, 1 quot. in Ar. בין תכלת לצבע כ' (Ber. I, 2 לכרתי), v. כָּרֵתִי. Y. Succ. III, 53d (ref. to Mish. ירוק ככרתן, v. כָּרֵתִי) כהן כ' או דדמי להן כרתינין (corr. acc.) does the Mishnah mean exactly as green as leek, or any shade like leek?"
Jastrow 14275,ῥήτωρ,"*,  *לְאִיטוֹר","(ῥήτωρ) rhetor, advocate.  Sifré Deut. 343 לל' … הבימה ונשכר לו לאהד וכ' like to an advocate who stands on the platform (in court) and has been hired by a man to speak in his behalf; Yalk. ib. 951 ללאיטר … ונזכר וכ' (corr. acc.)."
Jastrow 14278,Λάχεσις,"*,  *לָאכִיסִין","(accus. of Λάχεσις) by Lachesis! (the goddess of fate).  Lev. R. s. 30 (in a speech of a gentile robber) א""ל ל' לא אשתייר וכ' Ar. (Var. לאכיסן, לאכסן; in ed. differ. phraseology, a. our w. omitted) by L.! Nothing has been left to me of all &c. [Ar. explains לאלתר (?).]"
Klein 12721,λαβύρινθος (labyrinthos),לַבִּירִינְתְּ,"labyrinth. FW [Gk. labyrinthos (= maze; large building with intricate passages), related to labrus (= double hatchet). See ‘labyrinth’ in my CEDEL.]"
Jastrow 14369,λέβης,"*,  *לֶבֶס","(λέβης; cmp., however, לֶפֶס) caldron.  Kel. XIV, 1 (Var. לפס); Tosef. ib. B. Mets. IV, 1 הל' כדי וכ' the caldron (if defective) must be capable of serving as a receptacle for cups (in order to be fit for uncleanness).—Pl. לְבִיסִין. Sifré Num. 158 לכוסין (corr. acc.; Pesik. Zutr. Matt., p. 279 ed. Bub. לפוסין); v. לְבִיסַיָּא."
Klein 12755,λευκόιον (leukoion),לַבְקָן,"albino. PBH [From Gk. leukoion, neut. of leukos (= white), which is cogn. with Old Eng. lēoht (= light). See ‘light’ in my CEDEL.]"
Jastrow 14372,λαβρᾶτον,"*,  *לַבְרָטוֹן לַבְרְיָטוֹן","(λαβρᾶτον, λαυρεᾶτον, S.) the emperor’s portrait wreathed with laurels.  Yalk. Ez. 356 נטלה לברנטין של מלך וֹכ' (corr. acc.) she took the king’s portrait and used it as fuel for making a hot drink. Ib. בברנטן שלי (corr. בלב'); Lam. R. to I, 9 לורטיא, read לַוְרִיָטָא (laureata, sc. imago). [Ar. s. v. ברנט, quotes a Var. טורתק, for נוורתק, a. expl. our w. = קומקום.]"
Jastrow 14372,λαυρεᾶτον,"*,  *לַבְרָטוֹן לַבְרְיָטוֹן","(λαβρᾶτον, λαυρεᾶτον, S.) the emperor’s portrait wreathed with laurels.  Yalk. Ez. 356 נטלה לברנטין של מלך וֹכ' (corr. acc.) she took the king’s portrait and used it as fuel for making a hot drink. Ib. בברנטן שלי (corr. בלב'); Lam. R. to I, 9 לורטיא, read לַוְרִיָטָא (laureata, sc. imago). [Ar. s. v. ברנט, quotes a Var. טורתק, for נוורתק, a. expl. our w. = קומקום.]"
Jastrow 14383,δορά,לָגְיָא,"(λάγεια, sub. δορά; v. Liddle et Scott Greek-Engl. Lex.7) hare-skin.  Gen. R. s. 20 Mus. (ed. לגאי, Ar. לגא); Tanḥ., ed. Bub., B’resh. 24 ליגנון read לגייון λάγειον, sub. δέρμα)."
Jastrow 14383,λάγεια,לָגְיָא,"(λάγεια, sub. δορά; v. Liddle et Scott Greek-Engl. Lex.7) hare-skin.  Gen. R. s. 20 Mus. (ed. לגאי, Ar. לגא); Tanḥ., ed. Bub., B’resh. 24 ליגנון read לגייון λάγειον, sub. δέρμα)."
Klein 12778,λυγμός (lygmos),לֹֽגֶם,"(dual לֻגְמַיִם) mouthful, sip. PBH [Of uncertain origin. Perhaps a loan word from Gk. lygmos (= swallowing).]"
Klein 12845,λόγος (logos),לוֹגוֹס,"logos. FW [Gk. logos (= word, speech; word that expresses the inward thought; the thought itself; tale, story; maxim, proverb, narrative, prose; ratio, reason; relation, proportion, analogy, calculation, account; discussion, deliberation, dialogue), from legein (= to pick up, choose; to speak, declare, properly ‘to choose words’), which is cogn. with L. legere (= to gather, collect; to read). See לִגְיוֹן and cp. פּֽרוֹלוֹג.]"
Klein 12846,λογικός (logikos),לוֹגִי,logical. FW [Back formation from Gk. logikos. See לוֹגִיקָה.]
Jastrow 14443,λογιστής,לוֹגִיסְטֵיס,"(λογιστής = curator orbis among the Romans) market commissioner.  Tanḥ. Tsav 1 ליגסטיס, ed. Bub. לוגסטוס (corr. acc.); Yalk. Lev. 479 לוגסטוס; Yalk. Mic. 555 לוגטוס, ליגט' (corr. acc.); (Tanḥ. Balak 12 בעל השוק)."
Klein 12849,λογιστική (logistike),לוֹגִיסְטִיקָה,"logistic, the art or science of calculation. FW [Gk. logistike, short for logistike techne (= the art of calculation). Logistike is f. of logistikos (= skilled in calculation, skilled in reasoning), from logigesdai (= to calculate, reason), from logos (= word, speech, reason; calculation). See לוֹגוֹס.]"
Klein 12851,λογική (logike),לוֹגִיקָה,"logic. FW [Gk. logike, short for logike techne (= logic art), i.e. ‘the art of speaking and reasoning’. Logike is f. of logikos (= pertaining to speaking or reasoning, logical), from logos (= word, speech, thought). See לוֹגוֹס.]"
Jastrow 14446,λαγνεία,לוגמיא לגומיא,", Num. R. s. 2 דבר של ל', a corrupt. for לַגְנְיָיא or לַגְנִיוְמָא (λαγνεία or λάγνευμα) lewdness; (Lev. R. s. 20 שמצה, Ar. זיטמא)."
Jastrow 14446,λάγνευμα,לוגמיא לגומיא,", Num. R. s. 2 דבר של ל', a corrupt. for לַגְנְיָיא or לַגְנִיוְמָא (λαγνεία or λάγνευμα) lewdness; (Lev. R. s. 20 שמצה, Ar. זיטמא)."
Jastrow 14522,λοξόν,לוֹכְסָן,"adv. (λοξόν, v. אֲלַכְסוֹן) athwart, crosswise; diagonally.  Kel. XVIII, 5, v. אֲלַכְסוֹן. Dem. VII, 8 נוטל שתי חביות ל' he must take two barrels from diagonally opposite corners. Ib. שורה אחת ל' one row of barrels following the diagonal line. Y. Kil. IV, 29c top במודד לכסן (R. S. to Kil. IV, 6 אלכסון) when he measures by diagonal lines. Y. Yoma V, 42d bot. חוץ מזו שהיתה לפניו ל' except that (corner of the altar) which was diagonally opposite to him. Lam. R. introd. (R. Josh. 1)  חורש שדהו לוכסון וכ' ploughed his field crosswise and put up an image in the center &c.; a. e."
Klein 12889,λοξόν (loxon),לוֹכְסָן,"athwart, crosswise; diagonally. PBH [Gk. loxon, neuter of loxos (= slanting, crosswise, oblique). See ‘lekane’ in my CEDEL and cp. אֲלַכְסוֹן.]"
Klein 12901,λαλιός (lalios),לוּלְיָן,"(PBH לוּלְיוֹן) acrobat, rope dancer. NH [Of uncertain origin; perhaps derived from Gk. lalios, poetic form for lalos (= talkative, babbling), whence ‘ventriloquist’, which derives from the IE imitative base lal-, whence also Old I. lalallā, imitation of stammering, L. lallāre (= to sing to sleep, to lull). cp. ‘Eulalia’, ‘lalage’, ‘paralalia’ in my CEDEL.]"
Klein 12911,λέντιον (lenteon),"לוּנְטִית,  אֲלוּנְטִית","bathing sheet, towel. PBH [Formed with suff. □ִית from Gk. lenteon, L. linteum (= linen cloth), from L. linum (= flax), for whose etymology see ‘linen’ in my CEDEL.]"
Jastrow 14553,λόγχη,לוֹנְכִי,"(λόγχη) spear-head, lance, javelin. —Pl. לוֹנְכִיּוֹת, לוֹנְכִיאוֹת. Snh. 14a נעצו בו … ל' של ברזל Ar. (ed. לונביאות. Ms. M. לוכוות, Ms. F. לונכיא'; v. Rabb. D. S. a. l. note) they stuck into his body three hundred iron spear-heads; Ab. Zar. 8b (ed. לולניאות, Ms. M. לובלניות). Sot. I, 8 (9b) לונביות; Num. R. s. 9 לונבייאות some ed. (corr. acc.); a. e.—Ch. לוֹנְכָא. Snh. 110a bot. עילוי ל' Ar. (ed. בריש רומחא) around the spear-head; B. Bath. 74a.—Pl. לוֹנְכֵי. Gitt. 70a Ar., v. אֲלוּנְכָא."
Klein 12912,λόγχη (lonche),לוֹנְכִית,"lance, javelin. PBH [From Gk. lonche (= lance), which is of uncertain, possibly Sem., origin. cp. Heb. רֹמַח, Aram. רֻמְחָא, Arab. rumḥ (= lance). See רֹמַח. For the ending of לוֹנְכִית see suff. □ִית.]"
Jastrow 14573,λύκος,לוּקוֹס,"1) (λύκος) wolf, an opprobious epithet of the altar.  Succ. 56b; Tosef. ib. IV, 28 לוקיס ed. Zuck. (corr. acc.); Y. ib. V, end, 55d—2) pr. n. m. לוקוס, לוקיס, לוקין read לוּקְיוֹס Lucius, v. גַּיּוּס."
Jastrow 14576,λευκόϊον,לַוְקְיָאנֵי לַוְקְיָיא' לַוְו',"(λευκόϊον) a flower of the genus levcoium, snow-flakes.  Bekh. 45b a man cried out, מאן בעי ל' ואשתכח חיורי (Rashi לוקייני; Ar. לווקני, v. next w.) who wants to buy levcoiums?, and it was found to be white flowers (snow-flakes). [Rashi: white lambs.] V. לַוְקָן."
Jastrow 14579,λεύκη,לַוְקָן לַוְו' לַבְ',"(a denom. of λεύκη, a kind of elephantiasis) one who is white-spotted in the face.  Bekh VII, 6 לב' ed. (Rashi לוו'); ib. 45b expl. חיורא (from analogy with לוקיאני, v. preced.); Tosef. ib. V, 9 לויקן (read לוו'). Tosef. Ber. VII (VI), 3 לווקן ed. Zuck. (Var. לוקין); Y. ib. IX, 13b bot. לוו'; Sifra Emor, Par. 3, ch. III לב'; Ber. 58b לוו' (Ms. M. לוד', corr. acc.)."
Klein 12930,λαβίς (labis),לִזְבֵּז,"rim, frame. PBH [Borrowed from Gk. labis (= handle), which derives from the stem of lambanein (= to take, grasp, seize; to receive).]"
Jastrow 14640,λατομία,לָטוֹמְיָא לַאוְטוּמְיָא,"(λατομία, lautumiae) quarry.  Ohol. XVII, 3 מִלָּטוּמְיָא וכ' Talm. ed. (Mish. מלטימיא; ed. Dehr. מלהטמייא) he who starts ploughing from a quarry (where chips of stones, bones &c. are deposited) or from a deposit of bones &c.; Tosef. ib. XVII, 3 מלוא טימיא ed. Zuck. (read מִלַּאוְט'; ed. מלא הטמא, corr. acc.). [Comment.: = מְלֹא טְמַיָּא full of bones; but מ is the prefix as context proves.]"
Jastrow 14654,λειτουργία,לטרגיה,", read: לִיטוּרְגְּיָא f. (λειτουργία) public service.  Tanḥ. Vaëra, ed. Bub., 4; Yalk. Ex. 178 שבטו … פְּנוּי ל' במצרים the tribe of Levi was exempt from public service in Egypt; (Tanḥ. ib. 6 פנוי מעבודת פרך)."
Jastrow 14677,Λίβανος,לִיבְנוֹס,"(Λίβανος) Lebanon, the mountain range on the confines of Syria and Palestine.  Targ. Y. I Num. XXIV, 6 (not לִיכְ')."
Jastrow 14691,Λίβυκοι,לִיוְוקָאֵי לְוְו',"(Λίβυκοι) Libyans.  Targ. I Chr. I, 11 (ed. Lag. לאק', corr. acc.); Targ. Y. I Gen. X, 13 (h. text לְהָבִים), v. לוּבָא."
Klein 13034,λίτρα (litra),לִיטְרָא,"(FW לִיטְרָה) pound (a weight). PBH [From Gk. litra (= pound), from earlier lipra, whence also L. lībra (= Roman pound). cp. רוֹטֶל. cp. also ‘libra’ and ‘litra’ in my CEDEL. cp. also לִירָה I and נִיבוֹ.]"
Jastrow 14704,λίτρα,לִיטְרָא לִטְרָא,"c. (λίτρα) Litra, the Roman Libra, a pound; also a measure of capacity (divided into 12 unciae).  Tosef. Ter. V, 11; Y. ib. IV, 43a ל' קציעות וכ' a pound of figs which one pressed &c. B. Bath. 89a if a person wishes to buy ג' רביע ל' three quarters of a pound, he must not say, weigh for me ג' רביעי ל' וכ' three quarters of a pound, each quarter separately &c. Y. Ter. X, 47b top וכמה ל' עבדא מאה זינין and how much is a L.? One hundred zin (v. זוּז II). Ned. 59a ל' בצלים a Litra of onions; a. fr.—Pl. לִיטְרִין, לִיטְרוֹת, לִיטְרָאוֹת, לִיטְרָיוֹת. B. Bath. l. c. Tosef. Ter. l. c. Gen. R. s. 10; Lev. R. s. 22. Y. Peah II, 20a bot.; a. fr.—Tosef. Kel. B. Mets. I, 16 חֲצָאֵי ל' (not ליטרי), שְׁלִישֵׁי ל', רְבִיעֵי weights of a half-pound, a third of a pound &c.—Chald. pl. לִיטְרַיָּיא, לִיטְרִין. Lev. R. l. c. גוזלא … ותרתין ל' וכ' a pigeon on one side and two L. on the other; Gen. R. l. c.—[Y. Ned. VI, 39d top ליטרי, v. טָרִיתָא.]"
Klein 13044,λιμήν (limen),לִימֵין,"harbor, haven. PBH [Gk. limen (= harbor, haven), related to limne (= marsh, pool, lake), leimon (= a moist, grassy meadow), and prob. cogn. with L. līmus (= slime, mud, mire). See ‘limnono’ in my CEDEL and cp. נָמָל.]"
Jastrow 14755,λῄστης,לִיסְטֵיס לֵיסְטֵס לִסְ',"(frequ. incorr. … טים) m. (λῄστης)  1)robber, pirate, freebooter, in gen. rover.  Targ. Y. Gen. XXI, 13.—B. Kam. 57a, a. fr. ל' מזויין, v. זוּן; B. Mets. 43a; 58a לסטין (corr. acc.). Y. Ber. IX, 13b top; a. fr.—Pl. לִיסְטִים, לִיסְטִין, לִסְ'. Gen. R. s. 64 (v. גָּרַר II) שנכנסו ל' וכ' rovers had come to his house and revelled with him the whole night. Sabb. 10a; Pes. 12b מאכל ל' the meal-time of the lawless (prize-fighters &c., cmp. לוּדִים); a. v. fr.—Ch. forms: לִיסְטִין, לִיסְטַיָּיא (v. לִיסְטָאָה), לִיסְטֵיסִין. Targ. Job V, 5.—2) pr. n. m.Lestes (cmp. Roman name Latro).  Cant. R. to IV, 12; Lev. R. s. 32 ולא ליוסף ל' nor did they change Joseph into Lestes"
Jastrow 14756,λῃστήριον,לִיסְטֵירִין,"(λῃστήριον) robbers’ retreat, den.  Cant. R. to VI, 4 מה ל' הקשה … ל' הרך וכ' (not ליסטט') since the Lord has broken up the strong den (Egypt’s idols), how much the more will he break up the weak one (the golden calf)!"
Jastrow 14567,δορυφόρος,(לִיפוֹר) לוּפָר,"(prob. corrupted fr. λογχοφόρος or δορυφόρος; cmp. דָּרְבְּנָאָה) spear-bearer, guardsman, satellite.  Num. R. s. 10 ובא הל' ותפשם and the guardsman came and arrested them (the revellers).—Pl. לוּפָרִים, לוּפָרִין, לוֹפִי'. Gen. R. s. 61 (ref. to Gen. XXV, 3, which verse must be inserted in the Midrash text.) [read:] אע""ג דאינון מתרגמין ואומרין תגרין ל' ורישי אומתא שמות אומות הן although they render (the words ashshurim &c.) by ‘merchants’, ‘satellites’ and ‘chiefs of tribes’, yet they are all names of tribes; Yalk. Chron. 1073; v. אַמְפּוֹרִין. Pesik. V’zoth, p. 196b רמז ללופירין שלו he motioned to his guardsmen, and they stabbed him; Yalk. Deut. 950 ללובירים (corr. acc.); Yalk. Sam. 151 ראו ללוכידין (corr. acc.)."
Jastrow 14567,λογχοφόρος,(לִיפוֹר) לוּפָר,"(prob. corrupted fr. λογχοφόρος or δορυφόρος; cmp. דָּרְבְּנָאָה) spear-bearer, guardsman, satellite.  Num. R. s. 10 ובא הל' ותפשם and the guardsman came and arrested them (the revellers).—Pl. לוּפָרִים, לוּפָרִין, לוֹפִי'. Gen. R. s. 61 (ref. to Gen. XXV, 3, which verse must be inserted in the Midrash text.) [read:] אע""ג דאינון מתרגמין ואומרין תגרין ל' ורישי אומתא שמות אומות הן although they render (the words ashshurim &c.) by ‘merchants’, ‘satellites’ and ‘chiefs of tribes’, yet they are all names of tribes; Yalk. Chron. 1073; v. אַמְפּוֹרִין. Pesik. V’zoth, p. 196b רמז ללופירין שלו he motioned to his guardsmen, and they stabbed him; Yalk. Deut. 950 ללובירים (corr. acc.); Yalk. Sam. 151 ראו ללוכידין (corr. acc.)."
Jastrow 14768,λοιπάς,לִיפַס לוֹפַס,"(λοιπάς = reliqua) remainder, arrears, esp. delinquent taxes.  Ex. R. s. 15 פונה לו' וכ' he remits the arrears of taxes, destroys the rolls and leads forth &c., v. לִגְיוֹן. Lev. R. s. 11 מדינה שהיתה חייבת לי' למלך a province that owed arrears to the king; Esth. R. introd.; Koh. R. to IX, 7 לִיפְסִין (pl.); Ruth R. introd., to I, 2 ליפסי (corr. acc.); Tanḥ. Emor 22; Pesik. Ul’kaḥ., p. 182b.—Pl. לִיפְסִין, v. supra."
Klein 13063,λύκειον (lykeion),לִיצֵיוֹן,"lyceum. FW [Gk. lykeion, a gymnasium in Athens in which Aristotle taught; so called after the neighboring temple of Apollo, one of whose epithets was lykeios, lit. ‘wolf-slayer’, from lykos (= wolf), which is cogn. with L. lupus (= wolf). See ‘lupine’ in my CEDEL.]"
Klein 13073,λύρα (lyra),לִירָה,lyre. FW [Gk. lyra (of uncertain origin). cp. לִירִי and לִירִיּוּת.]
Klein 13074,λυρικός (lyrikos),לִירִי,"lyrical. FW [Back formation from Gk. lyrikos (= pertaining to, or singing to, the lyre), from lyra. See לִירָה II and suff. □ִי.]"
Klein 13076,λυρικός (lyrikos),לִירִיקָה,lyric poetry. FW [From Gk. lyrikos. See לִירִיוּת.]
Klein 13086,ληθαργία (lethargia),לֵיתַרְגְּיָה,"lethargy. FW [Gk. lethargia (= forgetfulness), from lethargos (= forgetful), which is compounded of lethe (= forgetfulness), and argos (= idle, lazy). Gk. lethe is related to lathre (= secretly, stealthily), lathrios (= stealthy), and cogn. with L. latēre (= to be hidden). See ‘latent’ in my CEDEL. For argos see אֶרְג and cp. אַרְגּוֹן.]"
Jastrow 14802,λευκίσκος,"*,  *לָכִיס","(prob. a corrupt. of λευκίσκος) the white mullet.  Y. B. Mets. II, beg. 8b, contrad. to ירק.—[Gen. R. s. 7 אחד חיור ואחד ל' Var. in Ar. s. v. אספרון.]"
Klein 13102,λευκός (leucos),לָכִיס,"name of a fish. NH [Perhaps derived from Gk. leucos (= name of a fish), from leukos (= white), hence denoting a white fish.]"
Klein 13115,λύγος (lugos),לֶֽכֶשׁ,"1) cedar-bast. PBH 2) raffia. NH [Of uncertain origin. Some scholars derive this word from Gk. lugos (= pliant twig or rod, a willow twig), which comes from IE base leug-, lug (= to bend, twist), whence also Old Eng. loce (= lock of hair). See ‘lock’ (= tuft of hair) in my CEDEL.]"
Klein 13124,λάβδα (labda),לַמְדָּא,"‘lambda’ — name of the 11th letter of the Greek alphabet. FW [Gk. labda, lambda, from Heb.-Phoen. לָמֶד.]"
