Unnamed: 0,Greek Entry,Entry,Definition
12846,logikos,לוֹגִי,logical. FW [Back formation from Gk. logikos. See לוֹגִיקָה.]
12849,logistike,לוֹגִיסְטִיקָה,"logistic, the art or science of calculation. FW [Gk. logistike, short for logistike techne (= the art of calculation). Logistike is f. of logistikos (= skilled in calculation, skilled in reasoning), from logigesdai (= to calculate, reason), from logos (= word, speech, reason; calculation). See לוֹגוֹס.]"
12845,logos,לוֹגוֹס,"logos. FW [Gk. logos (= word, speech; word that expresses the inward thought; the thought itself; tale, story; maxim, proverb, narrative, prose; ratio, reason; relation, proportion, analogy, calculation, account; discussion, deliberation, dialogue), from legein (= to pick up, choose; to speak, declare, properly ‘to choose words’), which is cogn. with L. legere (= to gather, collect; to read). See לִגְיוֹן and cp. פּֽרוֹלוֹג.]"
12912,lonche,לוֹנְכִית,"lance, javelin. PBH [From Gk. lonche (= lance), which is of uncertain, possibly Sem., origin. cp. Heb. רֹמַח, Aram. רֻמְחָא, Arab. rumḥ (= lance). See רֹמַח. For the ending of לוֹנְכִית see suff. □ִית.]"
1312,lopas,אִלְפָּס,"pan. PBH [Formed with prosthetic אִ□ from Gk. lopas (= a flat dish, plate), which is related to lopos (= shell, husk, bark, peel), lepis (= scale, husk, shell), lepain (= to strip off the rind or husks; peel, bark), from IE base *lep- (= to peel, scale). For further derivatives of this base see ‘leper’ in my CEDEL.]"
12889,loxon,לוֹכְסָן,"athwart, crosswise; diagonally. PBH [Gk. loxon, neuter of loxos (= slanting, crosswise, oblique). See ‘lekane’ in my CEDEL and cp. אֲלַכְסוֹן.]"
13115,lugos,לֶֽכֶשׁ,"1) cedar-bast. PBH 2) raffia. NH [Of uncertain origin. Some scholars derive this word from Gk. lugos (= pliant twig or rod, a willow twig), which comes from IE base leug-, lug (= to bend, twist), whence also Old Eng. loce (= lock of hair). See ‘lock’ (= tuft of hair) in my CEDEL.]"
12778,lygmos,לֹֽגֶם,"(dual לֻגְמַיִם) mouthful, sip. PBH [Of uncertain origin. Perhaps a loan word from Gk. lygmos (= swallowing).]"
13063,lykeion,לִיצֵיוֹן,"lyceum. FW [Gk. lykeion, a gymnasium in Athens in which Aristotle taught; so called after the neighboring temple of Apollo, one of whose epithets was lykeios, lit. ‘wolf-slayer’, from lykos (= wolf), which is cogn. with L. lupus (= wolf). See ‘lupine’ in my CEDEL.]"
13073,lyra,לִירָה,lyre. FW [Gk. lyra (of uncertain origin). cp. לִירִי and לִירִיּוּת.]
13074,lyrikos,לִירִי,"lyrical. FW [Back formation from Gk. lyrikos (= pertaining to, or singing to, the lyre), from lyra. See לִירָה II and suff. □ִי.]"
13076,lyrikos,לִירִיקָה,lyric poetry. FW [From Gk. lyrikos. See לִירִיוּת.]
13771,mageia,מַגְיָה,"magic. FW [Gk. mageia (= magic art), from magos (= Magus, magical). See מָגוֹשׁ.]"
13763,magicos,מָגִי,"magical. FW [Back formation from Gk. magicos (= Magian, magical), from magos (= Magus, magical). See מָגוֹשׁ.]"
13835,magis,מָגֵם,"1) dish. PBH 2) tureen. NH [The orig. meaning was ‘kneaded mass’, whence ‘kneading trough’, whence ‘basin’, ‘dish’. It prob. derives from Gk. magis (= kneaded mass, kneading trough), which is related to maktra (= kneading trough), mageus (= one who kneads, baker), from IE base *maḡ- (= to knead). See מַסָּה (= mass).]"
13806,magma,מַגְמָה,"magma. FW [Gk. magma (= a thick unguent), from masso (= I squeeze, press into a mold, knead). See מַסָּה (= mass).]"
13831,magnesia,מַגְנִיּוֹן,magnesium (chemistry). FW [From Gk. magnesia (= magnesia). See מַגְנֶסְיָה.]
13825,magnetis,מַגְנֶט,"magnet. FW [Gk. magnetis lithos (= stone from Magnesia, lodestone), from magnesia (= Magnesia — a town in Lydia, Asia Minor).]"
17041,makellon,מָקוֹלִין,"1) slaughterhouse. 2) meat market. PBH [Gk. makellon (= enclosure; market), whence L. macellum (= meat market) which is a loan word from Heb. מִכֽלָה I (= pen, fold).]"
17204,makro,מַקְרוֹ□,"macro- (combining form). [Gk. makro, from makros (= long, large), which is cogn, with L. macer (= lean, thin), Old Eng. maeger (= lean, thin), from IE mekros, derivative of base māk-, mek- (= long, thin). See ‘meager’ in my CEDEL.]"
15523,malache,מַלּֽוּחַ,"mallow (a hapax legomenon in the Bible, occurring Job 30:4). [From מֶלַח (= salt). Gk. malache (= mallow) is a Heb. loan word. cp. מָלָכִיט. cp. also ‘mallow’ in my CEDEL.]"
15511,malagma,"מְלוּגְמָא,  מְלוּגְמָה","resp. NH plaster. PBH [Gk. malagma (= an emollient), from the stem malassein (= to soften), from malakos (= soft), which stand for meleqos, and is related to blax, gen. blakos (= lazy, inactive, sluggish), from IE base melāq- (= to soften). See ‘meal’ (edible grain) in my CEDEL and cp. words there referred to cp. also מַלְט.]"
15847,manganon,מַנְגָּנוֹן,"1) mechanism, machinery. PBH 2) staff, personnel, apparatus. NH [Gk. manganon (= any means for tricking or bewitching, philter, drug), from IE base mang- (= to embellish, dress, trim). cp. ‘monger’ in my CEDEL.]"
17307,margarites,מַרְגָּלִית,"1) pearl. 2) gem, jewel. PBH [From Gk. margarites (= pearl), which is of uncertain origin. It possibly derives from Old I. mañjaram, mañjariī (= bud, pearl). cp. מַרְגָּנִית. cp. also מַרְגָּרִינָה.]"
17397,martyrologia,מַרְטִירוֹלוֹגְיָה,"martyrology. FW [Gk. martyrologia, compounded of Gk. martyros (= witness; martyr), and logos (= word, speech, discourse, account). See ‘martyr’ in my CEDEL, and see לוֹגוֹס.]"
17397,martyros,מַרְטִירוֹלוֹגְיָה,"martyrology. FW [Gk. martyrologia, compounded of Gk. martyros (= witness; martyr), and logos (= word, speech, discourse, account). See ‘martyr’ in my CEDEL, and see לוֹגוֹס.]"
18131,mathematike,מָתֶמָטִיקָה,"mathematics. FW [Ultimately from Gk. mathematike, f. of mathemáticos (= scientific, mathematical), from mathema (= that which is learned, learning, science), from the aorist mathein (= to learn), from mṇdh-, reduced form of IE base men-dh- (= to have one’s mind aroused, apply oneself to). See ‘mathematical’ in my CEDEL and cp. מָתֶמָטִי, מָתֶמָטִיקַאי. cp. also מוּזָה and the second element in הוּרְמִיז.]"
16830,maza,מַצָּה,"(in the phrase עוֹר־הַמַּצָּה ‘untanned hide’. PBH [Of uncertain origin; perhaps a loan word from Gk. maza (= lump, mass, ball). See מַסָּה IV.]"
14552,mazonomos,מַזְנוֹן,"(less correctly spelled מִזְנוֹן) cupboard, sideboard, buffet. [Of uncertain origin. Most scholars — on the basis of Rav Hay Gaon’s derivation — connect it with זַן (= kind). Others suggest to see in it a loan word from Gk. mazonoios (= a wooden trencher for serving barley). Gk. mazonomos is compounded of maza (= barley meal) and nomos, from the stem nemaen (= to deal out, attribute). See מַסָּה (= mass).]"
14244,mechane,מוּכְנִי,"machine. PBH [The version of the ‘Arukh’, מיכני, shows that the word is borrowed from Gk. mechane (= engine, machine). See מֵכָנִי. Some scholars take מוּכְנִי to be masculine, but in the ‘Mishnah’ מוּכְנִי is construed as feminine.]"
15367,mechane,מֶכָנִי,"mechanical. FW [From Gk. mechane (= machine, contrivance, artificial means, expedient), from mechos (= contrivance, means, expedient, remedy), from IE base māgh, megh (= to be able). See ‘may’ (auxil. v.) in my CEDEL and cp. machine, ibid. For the ending of מֵכָנִי see suff. □ִי.]"
15372,mechanika,מֶכָנִיקָה,"mechanics. FW [From Gk. mechanika (= mechanical things), neuter pl. of mechanikos (= resourceful, inventive; mechanical), from mechane. See מֶכָנִי.]"
13934,Medousa,מֶדוּזָה,"1) ‘Medusa’ (Gk. mythology). 2) medusa (a jellyfish). FW [Gk. Medousa (lit. ‘guardian’), properly f. pres. part. of the ancient verb medein (= to protect, rule over), from IE * mēd- (= to measure, limit, consider). See ‘meditate’ in my CEDEL and cp. ‘Medusa’ ibid. cp. מֶדִיצִינָה. cp. Also מוֹדוּס and words there referred to.]"
15648,melancholia,מֶלַנְכּוֹלְיָה,"melancholy. FW [Gk. melancholia (= atrabiliousness), lit. ‘black bile’, from melas, gen. melanos (= black), and chole (= bile). The first element derives from IE base mel (= dark, soiled, dirty). For the second element see כּוֹלֶרָה.]"
1429,melathron,אֲמַלְתְּרָה,"rafter, crossbeam. PBH [From Gk. melathron, which is of uncertain origin. For the pref. see prosthetic א□.]"
15132,melia,מֵילָה,"Fraxinella (the common ash tree). PBH [Gk. melia (= the ash tree), which is of uncertain origin.]"
15513,melodia,מֶלוֹדְיָה,"melody. FW [Gk. melodia (= chant, choral song), compounded of melos (= limb, joint; part of musical phrase; song, tune), and ode (= song). See אוֹדָה and cp. second element in מוֹנוֹדְיָה.]"
15148,melole,מֵילָת,"fine wool. PBH [Gk. melole (= sheep’s skin, wool), from melos (= sheep).] | **Editor's Note: Perhaps meant to be 'melote' or 'μηλωτή'. See LXX 3Kingdoms 19:13 (corresponding to Kings I 19:13) where 'μηλωτή' appears."
15657,melopepon,מְלָפְפוֹן,"1) melon. PBH 2) cucumber. NH [Gk. melopepon (= melon), compounded of melon (= apple), and pepon (= cooked by the sun, ripe, soft, sweet). The first element is related to malon (= apple), whence L. mālus (= apple tree), mālun (= apple); prob. of Mediterranean origin. The second element is related to pessein, peptein (= to soften, ripen, boil, cook), and cogn. with L. coquere (= to cook). See ‘cook’ in my CEDEL.]"
14903,meta,מֶטָ□,"meta- (combining form in words of Greek origin, meaning ‘after, behind’). FW [Gk. meta (= in the midst of, among, between, with, after). See ‘media’ (voiced stop consonant), ‘meso-’ and ‘mid’ in my CEDEL.]"
14913,metabole,מֶטָבּוֹלִיזְם,"metabolism. FW [From Gk. metabole (= change), from metaballein (= to turn quickly, turn about, change), from meta- (see מֶטָ□) and ballein (= to throw). See בַּלִּיסְטִיקָה. For the ending of מֶטַבּוֹלִיזְם see suff. □ִיזְם.]"
16850,metallon,"מְצוֹלָה,  מְצוּלָה","depth, deep, abyss. [Formed from צול, a secondary form of base צלל I (= to sink, dive), with pref. מְ□ and first suff. □ָה. Gk. metallon (= mine, quarry), is perhaps a loan word from מֽצוֹלָה, מְצוּלָה (see מֶדַלְיָה). cp. מֽצוּל.]"
14998,metamorphosis,מֶטָמוֹרְפוֹזָה,"metamorphosis. FW [Gk. metamorphosis (= transformation), which is formed from meta (see מֶטָ□) and morphe (= form, shape). See מוֹרְפֵימָה.]"
15028,metaphora,מֶטָפוֹרָה,"metaphor. FW [Gk. metaphora (= transference, metaphor), lit. ‘a carrying over’, from the stem of metapherein (= to carry over), from meta (see מֶטָ□) and pherein (= to bear, carry). See אַנְפוֹרָה.]"
14964,metaron,"מְטַטְרוֹן,  מֵיטַטְרוֹן","‘metatron’ — name of the highest angel in Aggadic and Kabbalistic literature. PBH [Prob. from late Gk. metaron, from L. mētātor (= maker of boundaries), from mētātus, p. part. of mētārī (= to measure off, mark off), from mēta (= mark, boundary). cp. ‘mete’ (boundary) in my CEDEL.] | **Editor's Note: Likely a typo given the latin 'mētātor' and that Klein in his CEDEL writes 'metator' or 'μητάτωρ' as the Late Gk. word from which מְטַטְרוֹן comes."
15007,metempsychosis,מֶטֶמְפְּסִיכוֹזָה,"metempsychosis. Gk. metempsychosis (= passing from one body into another). Formed from meta- (see מֶטָ□), en (= in), and psyche (= soul). See פְּסִיכוֹ□.] FW "
14904,meteor,מֶטֶאוֹר,"meteor. FW [Gk. meteor, properly neuter of the adj. meteoros (= anything raised from the ground, high, lofty), from meta (see מֶטָ□) and eora, aiora (= swing, oscillation, hovering in the air), which is related to aeirein, airein (= to lift, raise up, bear), aorte (= the great artery). cp. אָאוֹרְטָה, אַרְטֶרְיָה.]"
14907,meteorologia,מֶטֶאוֹרוֹלוֹגְיָה,"meteorology. FW [Gk. meteorologia (= meteorology), compounded of meteoron (see מֶטֶאוֹר) and - logia, from logos (= one who speaks in a certain manner, one who deals with a certain topic). See □לוֹגְיָה.]"
18042,methodos,מֶתּוֹדָה,"method. FW [Gk. methodos (= pursuit, scientific inquiry, method of inquiry, method), lit.: ‘a going after’, from meta (= after; see מֶטָ□), and thodos (= way), which derives from IE base sed- (= to go). See ‘odograph’ in my CEDEL. cp. the second element in אֶלֶקְטְרוֹד, אָנוֹד, קָתוֹד, סִינוֹד, פֶּרְיוֹדָה, פּֽרֶצֶדֶנְט.]"
18047,methodos,מֶתּוֹדִיקָה,"methodics. FW [Formed from Gk. methodos (= method; see מֶתּוֹדָה) and suff. - ike (f. of ikos), shortened from - ike techne (= the art of). The corresponding Eng. form of this suff. is - ic (see ‘-ic’ and ‘ics’ in my CEDEL).]"
15066,metrikos,מֶטְרִיקָה,"metrics. [From Gk. metrikos (= pertaining to rhythm), from metron (= measure, meter). See מֶטֶר.]"
15056,metropolis,מֶטְרוֹפּוֹלִין,"metropolis. PBH [Gk. metropolis (= a mother city, i.e. a city from which other cities have been colonized), compounded of Gk. meter, gen. metros (= mother), and polis (= city). See מַטְרוֹנָה and פּוֹלִיטִיקָה and cp. מֶטְרוֹפּוֹלִיט.]"
15055,metropolites,מֶטְרוֹפּוֹלִיט,"metropolitan. FW [Orig. ‘bishop of a metropolis’. From Gk. metropolites (= metropolitan bishop), from metropolis. See מֶטְרוֹפּוֹלִין.]"
15225,mikro,מִיקְרוֹ□,"micro- FW [Gk. mikro, from mikros (= small), which is cogn. with L. mīca (= crumb). See מִיקָה and cp. מִיקְרוֹן.]"
14260,miliarion,מוּלְיָאר,"kettle, cauldron. PBH [Gk. miliarion (= a copper vessel for boiling water in), which is of uncertain origin.]"
15161,mimikos,מִימִיקָה,"mimic. FW [From Gk. mimikos (= pertaining to mimes, mimic), from mimos (= imitator, actor, mime). See מוּמוֹס.]"
14268,mimos,מוּמוֹס,"mimic actor, mime, clown. PBH [From Gk. mimos (= imitator, mimic actor, mime), which is of uncertain origin. cp. מִימוֹסָה, מִימִיקָה, the first element in מִימֵאוֹגְרָף and the second element in פַּנְטוֹמִימָה.]"
16007,minthe,מִנְתָּה,"mint (the plant). PBH [From Gk. minthe, which is prob. a loan word from a South-European language. cp. ‘Mentha’ and ‘mint’ (an aromatic plant) in my CEDEL. cp. also מֶנְתּוֹל.]"
15105,misanthropos,מִיזַנְתְּרוֹפּ,"misanthrope. FW [Gk. misanthropos (= hating mankind), compounded of the stem of misein (= to hate), and anthropos (= man). The first element is of unknown origin. For the second element see אַנְתְּרוֹפּוֹלוֹגְיָה.]"
14390,mokos,מוּקְיוֹן,"jester, clown. PBH [From Gk. mokos (= mocker), which is of uncertain origin. It stands perhaps for mo-kos and is related to mo-kos (= blame, censure).]"
14315,monarches,מוֹנַרְךְ,"monarch. FW [Gk. monarches or monarchos (= one who rules alone), which are compounded of monos (= alone, single) and archos (= leader, chief, ruler). See מוֹנוֹ□ and □ַרְכְיָה.]"
14280,monas,מוֹנָדָה,"monad (philosophy). FW [Gk. monas, genitive monados (= a unit), from monos (= alone, single). See מוֹנוֹ□.]"
14282,mono,מוֹנוֹ□,"mono- (before a vowel מוֹנ□, ‘mon-’). 1) one alone, single. 2) containing one single atom (chemistry). FW [Gk. mono-, mon-, from monos (= alone, single). cp. מֹונִיזְם.]"
14289,monochordon,מוֹנוֹכוֹרְד,"monochord. FW [Gk. monochordon, properly neuter of the adj. monochordos (= having but one string), used as a noun; compounded of monos (= alone, single), and chorde (= intestine, string of gut, string of a musical instrument). See מוֹנוֹ□ and cp. ‘chord’ and ‘cord’ in my CEDEL.]"
14286,monodia,מוֹנוֹדְיָה,"monody (ancient Greek literature and music). FW [Gk. monodia (= monody; lit. ‘a song sung alone’), from monodos (= singing alone), which is compounded of monos (= alone, single), and ode (= song). See מוֹנוֹ□ and אוֹדָה and cp. the second element in מֶלוֹדְיָה.]"
14283,monogamia,מוֹנוֹגַמְיָה,"monogamy. FW [Gk. monogamia, from monogamous (= marrying one wife), which is compounded of monos (= alone, single) and gamein (= to marry). See מוֹנוֹ□ and בִּיגַמְיָה.]"
14287,monotonos,מוֹנוֹטוֹנִי,"monotonous. FW [Gk. monotonos (= of one tone, monotonous), compounded of monos (= alone, single), and tonos (= tone). See מוֹנוֹ□ and טוֹן.]"
14205,Mousa,מוּזָה,"Muse. FW [Gk. Mousa (= Muse), perhaps related to manthanein (= to learn). See מָתֶמָטִיקָה and cp. מוֹזָאִיקָה, מוּזֵיאוֹן, מוּסִיקָה.]"
14206,mouseion,"מוּזֵיאוֹן,  מוּסֵיאוֹן","museum. FW [Gk. mouseion (= seat of the Muses; hence ‘school of arts and learning, museum’), from Mousa (= Muse). See מוּזָה.]"
14326,mousike,מוּסִיקָה,"music. FW [Gk. mousike techne (= musical art), orig. ‘any art in which the Muses presided’, f. of mousikos (= pertaining to the Muses), from Mousa (= Muse). See מוּזָה.]"
16112,mysterion,מִסְטוֹרִין,"mystery. PBH [Gk. mysterion (= secret rite, mystery), usually in the pl. mysteria (= the secret rites, mysteries), from mystes (= one initiated into the mysteries). See מִיסֽטִי and cp. מִסְתּוֹרִין.]"
16278,mysterion,מִסֽתּוֹרִין,mystery. PBH [A blend of מִסֽתּוֹר and Gk. mysterion (= mystery). See מִסְטוֹרִין.]
15199,mysticos,מִיסְטִי,"mystic. FW [Gk. mysticos (= ‘pertaining to secret rites’, properly ‘pertaining to an initiate’), from mystes (= one initiated into the mysteries), which prob. means lit. ‘one whose eyes are closed’, from myein (= to be shut or closed — said esp. of the lips and eyes). See ‘mystery’ in my CEDEL. For the ending of מִיסְטִי see suff. □ִי.]"
15201,mystikos,מִיסְטִיקָה,mystic. [From Gk. mystikos. See מִיסְטִי.]
15259,mythologia,מִיתוֹלוֹגְיָה,"mythology. FW [Gk. mythologia, compounded of mythos (= word, speech, tale, legend), and - logia, from logos (= one who speaks in a certain manner, one who deals with a certain topic). See מִיתוֹס and □לוֹגְיָה.]"
15260,mythos,מִיתוֹס,"myth. FW [Gk. mythos (= word, speech, tale, legend), of uncertain origin.]"
19037,nanos,נַנָּס,"1) dwarf. 2) dwarfish, puny. [From Gk. nanos, nannos (= dwarf), which is of uncertain etymology.]"
19432,nardinon,נַרְדִּינוֹן,"nard oil. PBH [Gk. nardinon (= nard oil), from nardos (= nard). See נֵרְדְּ.]"
19450,narkotikon,נַרְקוֹטִיקוּם,"narcotic. FW [Ultimately from Gk. narkotikon, neuter of narkotikos (= benumbing). See נַרְקוֹטִי.]"
18572,nautes,נַוָּט,"seaman, sailor. PBH [Gk. nautes (= seaman, sailor), from naus (= ship), which is cogn. with Old I. nauḥ (= ship, boat), L. nāvis (= ship). cp. ‘naval’ in my CEDEL and words there referred to. cp. also the second element in אַסְטְרוֹנָאוּט and in קוֹסְמוֹנָאוּט."
18830,neo,נֵיאֹו□,"combining form meaning ‘new’. FW [Gk. neo-, from neos (= new), from IE newo-, newio-, nowio- (= new). cp. נֵיאוֹן, נוֹבֶלָּה, נוּנְצְיוּס."
18871,nima,"נִימָא,  נִימָה","1) thread. PBH 2) hair. PBH 3) string, chord. PBH 4) capillary. NH [Gk. nima (= thread), from the stem of neein (= to spin), from IE base nē- (= to spin, sew with a needle), whence Old Eng. naedl (= needle), lit. ‘a tool for sewing’. See ‘needle’ in my CEDEL and cp. the first element in נֶמָטוֹדָה.]"
18595,nomas,נוֹמָד,"nomad. FW [Gk. nomas (= roaming about for pasture, wandering from one place to another), from nomos (= land allotted, pasture, district, province), which is related to nome (= pasturage, feeding, grazing; spreading; division, distribution), and to nemein (= to deal out, distribute, allot; to allot pasture, pasture, drive to pasture), from IE base nem- (= to divide, distribute, allot). cp. נוֹמֵי, נוּמִיסְמָטִי, נוּמֶרוּס, נוּמֶרָטוֹר. cp. also נִימוּס, and the second element in אוֹטוֹנוֹמִי, אַנְסִינוֹמְיָה, אַסְטְרוֹנוֹם, אַסְטְרוֹנוֹמְיָה, אֶקוֹנוֹמְיָה, גַסֽטְרוֹנוֹמְיָה. cp. also ‘nomad’ in my CEDEL.]"
18598,nome,נוֹמֵי,"ulcer. PBH [Gk. nome (= feeding, grazing; spreading; spreading ulcer). See נוֹמָד.]"
18992,nomike,נִמּוּק,"1) reason, argument. 2) reasoning. PBH [Prob. a loan word from Gk. nomike (= the knowledge of the law), f. of nomikos (= relating to the law), from nomos (= law); see נִימוּס. The change of o to i is prob. due to dissimilation.]"
18872,nomos,"נִימוֹס,  נִימוּס","1) usage. PBH 2) good manners, etiquette. NH PBH [Alteration of Gk. nomos (= anything allotted or assigned; usage; custom; law), which is related to nemein (= to deal out, distribute, allot; to allot pasture, pasture, drive to pasture), from IE base nem- (= to divide, distribute, allot). See נוֹמָד and cp. words there referred to. The change of Gk. nomos to נִימוֹס in Hebrew is due to dissimilation. According to a well-known linguistic law of the Hebrew language if o or u sounds follow each other in two neighboring syllables, the first is generally changed into i. cp. e.g. חִיצוֹן (= outer, exterior), which derives from חוּץ (= out of, outside), and תִּיכוֹן (= middle, central), which comes from תּוֹךְ (= in the midst of); see חִיצוֹן and תִּיכוֹן. According to my opinion the word נִימוֹס also owes its form to the same law of dissimilation. The change of Gk. nomos to נִימוֹס is very important because it proves that this law (the law of Philippi) continued to be valid during the period of the Mishnah and Talmud, and was applied even to words of foreign origin. cp. MH בִּימוֹס (= pedestal), which was dissimilated from Gk. bomos (= altar), קִינוֹף (= frame of canopy for a mosquito net), dissimilated from Gk. konopeion (= a bed with mosquito curtains), קִיתוֹן (= jug, cup), dissimilated from Gk. kothon (= Laconian drinking vessel).]"
18580,notarikon,נוֹטָרִיקוֹן,"stenographer’s method; abbreviation. NH [A loan word from Middle Gk. notarikon, L. notāricum (= shorthand), from notārius. See נוֹסַרֽיוֹן."
3113,noumeron,"בְּנֵי מָרוֹן,  בְּנֵי מְרוֹן","‘flocks of sheep’ or ‘troops of soldiers’ (occurring in the Mishnah, in the phrase כָּל בָּאֵי עוֹלָם עוֹבְרִין לְפָנָיו בִּבְנֵי מָרוֹן, ‘all mankind pass before him כבני מרון’ — either ‘like troops of soldiers’ or ‘like flocks of sheep’). PBH [כבני מרון is prob. metanalysis for כבנומרון (= כִּבְנוּמֶרוֹן), which is formed from the prefixes כְּ□ (= like, as), בּֽ□ (= in), and נוּמֶרוֹן, from Late Gk. noumeron, from L. numerus (= troop, band); properly: ‘a certain number of soldiers’. Hence כִּבֽנוּמֶרוֹן means ‘as in a troop of soldiers’. Through the slight change of the first ו into י, כבנומרון was folk-etymologically interpreted in the Talmud as a Hebrew phrase consisting of two nouns, the first of which is כִּבְנֵי (= ‘like the children of’, or ‘like the young of’, on the analogy of phrases like בּֽנֵי אָדָם,, ‘the children of man, mankind’), and מרון, the second part, was connected with Aram. אֲמַרְנָא (= lamb), whence בני מרון means ‘flocks of sheep’.]"
18880,nymphe,נִימְפָה,"nymph. FW [From Gk. nymphe (= bride, maiden, nymph), which is cogn. with L. nūbere (= to marry, wed). See ‘nuptial’ in my CEDEL and cp. נִימְפֵי, נִימְפֵיאָה. cp. also לִימְפָה.]"
18882,nymphe,"נִימְפֵי,  נִינְפֵי",bride. PBH [Gk. nymphe.]
368,oasis,אוֹאָזִיס,"oasis. FW [Gk. oasis, of Egypt. origin. cp. Coptic ouahe (= oasis), whence also Arab. wāhah (of s.m., properly ‘dwelling place’), from ouah (= to dwell).]"
378,obeliskos,אוֹבֶּלִיסְק,"obelisk. FW [Gk. obeliskos (= a small spit, an obelisk), dimin. of obelos (= a spit, needle, pointed pillar, obelisk), which is of uncertain origin.]"
1093,ochlos,אֻכְלוּסִים,"pl. 1) crowd. 2) population. [Formed from Gk. ochlos (= crowd, mob, multitude, populace), which is of uncertain origin. It is perhaps related to ochein (= to carry), and cogn. with L. vehere (= to carry, convey). See ‘vehicle’ and ‘weigh’ in my CEDEL and cp. ‘ochlocracy’ ibid.]"
392,ode,אוֹדָה,"ode. FW [Gk. ode, contraction of aoide (= song), which is related to aeido (= sing), which prob. is cogn. with aedon (= nightingale), aude (= voice, tone, sound), audao (= I talk, speak). cp. ‘ode’ and words there referred to in my CEDEL.]"
397,Odysseia,אוֹדִיסֵיָה,"the Odyssey (used also figuratively for any long wanderings). FW [Gk. Odysseia, from Odysseus.]"
480,ogmos,אוֹמָן,"row of corn in the field. PBH [Of uncertain origin; possibly related to Arab. ’immān (of s.m.), or a loan word from Gk. ogmos (= row, line), which stands in gradational relationship to agein (= to lead), for whose etymology see ‘agent’ (adj.) in my CEDEL.]"
1939,oisun,אַצָּה,"alga, seaweed. PBH [Perhaps from Gk. oisun, oisuon (= a kind of a willow), which are related to itea, eitea (= willow).]"
558,okeanos,אוֹקְיָנוֹס,"ocean. PBH [Gk. okeanos (= the great river encompassing the whole earth), hence ‘the great Outward Sea’ (opposed to the Inward or Mediterranean), the Ocean, which is of uncertain etymology.]"
553,oktaedron,אוֹקְטָאֶדֶר,"octahedron (geometry). FW [Gk. oktaedron, neuter of the adjective oktaedros (= eight-sided), compounded of okta- (= eight) and edra (= seat; base, side, face). See ‘octa-’ and ‘hedron’ in my CEDEL.]"
465,oligarchia,אוֹלִיגַרְכְיָה,"oligarchy. FW [Gk. oligarchia (= government by a few persons, oligarchy), from oligarches (= oligarch), which is compounded of oligos (= small, little; in the pl. ‘few’), and archos (= leader, chief, ruler). See ‘oligo-’ and ‘-arch’ in my CEDEL.]"
466,Olympias,אוֹלִימְפְּיָאדָה,"Olympiad. [Gk. Olympias, from olympia (a district in Elis in ancient Greece, where the Olympian games were held), from f. of olympios (= pertaining to Olympus or Olympia), from olympos (= Olympus), which is of unknown etymology.]"
487,one,"אוֹן,  אוֹנָה,  אוֹנִי","deed of purchase. PBH [Gk. one (= buying, purchasing; deed of purchase), which is cogn. with Old I. vasnáh (= purchase money), vasnám (= reward), L. vēnum or vēnus (= sale), vēnālis (= that which can be bought). See ‘venal’ in my CEDEL. cp. the second element in אַפֽסַנְיָה.]"
21014,onkinos,עְֹגֶן,"anchor. NH [From Talmudic הוֹגִין, עוֹגִין, which is prob. borrowed from Gk. onkinos (= hook), from onkos (of s.m.), which stands in gradational relationship to Gk. ankos (= a bend, hollow), ankon (= bend of the arm, elbow), ankulos (= crooked, curved), ankula (= anchor). See אוּנְקָל."
1603,onyx,"אָנֵךְ,  אוֹנֵךְ","onyx. PBH [Gk. onyx, gen. onyxos (= fingernail, claw; onyx), cogn. with Old I. angriḥ, amhriḥ (= foot), L. anguis (= nail, claw). cp. ‘nail’ (n.) in my CEDEL.]"
1884,opsis,אֶפְעֶה,"viper. [Prob. lit. ‘the hissing animal’ and derived from פעה (= to groan, cry). cp. Aram. אַפְעָא (= viper), from פְּעָא (= it bleated), Arab. af‘am (= viper), Ethiop. ’af‘ōt. cp. also Coptic efōt (= a kind of a crocodile). According to Aharoni אֶפְעֶה is identical with Echis colorata. Gk. opsis (= snake) is perhaps a loan word from Heb. אֶפְעֶה or Aram. אַפְעָא.]"
1879,opsonia,אַפְסַנְיָה,"supply for an army, provision, catering. PBH [Gk. opsonia (= purchase of fish or other victuals), from opsones (= one who buys fish or other victuals, caterer, purveyor), which is compounded of opson (= meat, fish), which is of uncertain origin, and oneisthai (= to buy food), for whose etymology see אוֹן II.]"
525,optos,אוֹפְּטִי,"optic, optical. NH [Formed with adj. suff. □ִי from Gk. optos (= seen; visible), verbal adj. of opsomay (= I shall see), whence also ops, gen. opos (= eye, face), opsis (= sight). See ‘optic’ in my CEDEL.]"
1508,organon,אַנְאוֹרְגָּנִי,inorganic. FW [Formed from privative pref. an- and Gk. organon (= instrument). cp. Gk. anorganos (= without instruments) and see אוֹרֽגָנִי.]
2075,organon,ארגן,to organize. [Denominated from Gk. organon (= instrument).] | — Pi.  אִרְגֵּן he organized; he arranged. — Pu.  אֻרְגַּן was organized; was arranged. — Hith.  הִתֽאַרְגֵּן (of s.m.). 
