Unnamed: 0,Greek Entry,Entry,Definition,ID
15050,metropolis,מֶטְרוֹ,"‘metro’, tube, subway. FW [Fren. métro, abbr. of métropolitain (= metropolitan), from Gk. metropolis, which is compounded of metro-, combining form meaning ‘mother’, and ‘ polis’ (= fortified city, state).]",1092
15056,metropolis,מֶטְרוֹפּוֹלִין,"metropolis. PBH [Gk. metropolis (= a mother city, i.e. a city from which other cities have been colonized), compounded of Gk. meter, gen. metros (= mother), and polis (= city). See מַטְרוֹנָה and פּוֹלִיטִיקָה and cp. מֶטְרוֹפּוֹלִיט.]",1093
15055,metropolites,מֶטְרוֹפּוֹלִיט,"metropolitan. FW [Orig. ‘bishop of a metropolis’. From Gk. metropolites (= metropolitan bishop), from metropolis. See מֶטְרוֹפּוֹלִין.]",1094
15225,mikro,מִיקְרוֹ□,"micro- FW [Gk. mikro, from mikros (= small), which is cogn. with L. mīca (= crumb). See מִיקָה and cp. מִיקְרוֹן.]",1095
15233,mikron,מִיקְרוֹן,"micron. FW [Modern L. micron, from Gk. mikron, neuter of mikros (= small). See מִיקְרוֹ□.]",1096
15227,mikros,מִיקְרוֹבּ,"microbe. FW [Fren. microbe, coined by the French surgeon Sédillot in 1878 from Gk. mikros (= small), and bios (= life). See מִיקְרוֹ□ and וִיטָלִי.]",1097
15239,mikros,מִיקְרוֹקוֹסְמוֹס,"microcosm. FW [Fren. microcosme, from Late L. mīcrocosmus, from Gk. mikros kosmos (= little world). See מִיקְרוֹ□ and קוֹסְמוֹס.]",1098
14260,miliarion,מוּלְיָאר,"kettle, cauldron. PBH [Gk. miliarion (= a copper vessel for boiling water in), which is of uncertain origin.]",1099
15161,mimikos,מִימִיקָה,"mimic. FW [From Gk. mimikos (= pertaining to mimes, mimic), from mimos (= imitator, actor, mime). See מוּמוֹס.]",1100
14268,mimos,מוּמוֹס,"mimic actor, mime, clown. PBH [From Gk. mimos (= imitator, mimic actor, mime), which is of uncertain origin. cp. מִימוֹסָה, מִימִיקָה, the first element in מִימֵאוֹגְרָף and the second element in פַּנְטוֹמִימָה.]",1101
15154,mimos,מִימוֹסָה,"Mimosa (a genus of plants). FW [Modern L. Mīmōsa, from mīmus (= mimic actor, mime), from Gk. mimos. See מוּמוֹס.]",1102
16007,minthe,מִנְתָּה,"mint (the plant). PBH [From Gk. minthe, which is prob. a loan word from a South-European language. cp. ‘Mentha’ and ‘mint’ (an aromatic plant) in my CEDEL. cp. also מֶנְתּוֹל.]",1103
16008,minthe,מֶנְתּוֹל,"menthol. FW [Coined by Oppenheim in 1861 from L. mentha, from Gk. minthe. See מִנְתָּה. The suff. - ol in menthol derives from L. oleum (= oil). See ‘oil’ in my CEDEL.]",1104
15105,misanthropos,מִיזַנְתְּרוֹפּ,"misanthrope. FW [Gk. misanthropos (= hating mankind), compounded of the stem of misein (= to hate), and anthropos (= man). The first element is of unknown origin. For the second element see אַנְתְּרוֹפּוֹלוֹגְיָה.]",1105
15865,mna,מָנֶה,"mina (a unit of weight and money). [Borrowed from Akka. mānu (which prob. derives from Sumerian mana), whence also BAram. מְנֵא, Aram.-Syr. מַנְיָא (whence Arab. manā), Ugar. mn. Gk. mna (whence L. mina) is a Sem. loan word. cp. ‘mina’ (unit of weight), in my CEDEL.]",1106
15940,mneme,מְנֵימוֹטֶכְנִי,"mnemotechnic. FW [Compounded of Gk. mneme (= memory), and techne (= art). The first element is formed from the stem of mnesthai (= to remember), from IE base men (= to think); see ‘mind’ in my CEDEL. For the second element see טֶכְנַאי. For the ending see suff. □ִי.]",1107
14390,mokos,מוּקְיוֹן,"jester, clown. PBH [From Gk. mokos (= mocker), which is of uncertain origin. It stands perhaps for mo-kos and is related to mo-kos (= blame, censure).]",1108
14315,monarches,מוֹנַרְךְ,"monarch. FW [Gk. monarches or monarchos (= one who rules alone), which are compounded of monos (= alone, single) and archos (= leader, chief, ruler). See מוֹנוֹ□ and □ַרְכְיָה.]",1109
14316,monarchia,מוֹנַרְכְיָה,"monarchy. FW [Fren. monarchie, from Late L. monarchia, from Gk. monarchia (= rule of one), from monarches or monarchos. See מוֹנַרְךְ.]",1110
14280,monas,מוֹנָדָה,"monad (philosophy). FW [Gk. monas, genitive monados (= a unit), from monos (= alone, single). See מוֹנוֹ□.]",1111
14282,mono,מוֹנוֹ□,"mono- (before a vowel מוֹנ□, ‘mon-’). 1) one alone, single. 2) containing one single atom (chemistry). FW [Gk. mono-, mon-, from monos (= alone, single). cp. מֹונִיזְם.]",1112
14289,monochordon,מוֹנוֹכוֹרְד,"monochord. FW [Gk. monochordon, properly neuter of the adj. monochordos (= having but one string), used as a noun; compounded of monos (= alone, single), and chorde (= intestine, string of gut, string of a musical instrument). See מוֹנוֹ□ and cp. ‘chord’ and ‘cord’ in my CEDEL.]",1113
14286,monodia,מוֹנוֹדְיָה,"monody (ancient Greek literature and music). FW [Gk. monodia (= monody; lit. ‘a song sung alone’), from monodos (= singing alone), which is compounded of monos (= alone, single), and ode (= song). See מוֹנוֹ□ and אוֹדָה and cp. the second element in מֶלוֹדְיָה.]",1114
14283,monogamia,מוֹנוֹגַמְיָה,"monogamy. FW [Gk. monogamia, from monogamous (= marrying one wife), which is compounded of monos (= alone, single) and gamein (= to marry). See מוֹנוֹ□ and בִּיגַמְיָה.]",1115
14284,monogrammon,מוֹנוֹגְרַמָּה,"monogram. FW [Late L. monogramma, from Late Gk. monogrammon, monogrammos (= drawn with single lines), which is compounded of Gk. monos (= alone, single), and gramme (= line; lit. ‘that which is written’). See מוֹנוֹ□ and גְּרַם II and cp. מוֹנוֹגְרַפְיָה.]",1116
14291,monolithos,מוֹנוֹלִית,"monolith. FW [Fren. monolithe, from L. monolithus, from Gk. monolithos (= made of one stone), which is compounded of monos (= alone, single), and lithos (= stone). See מוֹנוֹ□ and לִיתְיוּם.]",1117
14290,monologos,מוֹנוֹלוֹג,"monologue. FW [Fren. monologue, from Gk. monologos (= speaking alone), which is compounded of monos (= alone, single), and the stem of legein (= to speak). See מוֹנוֹ□ and לִגְיוֹן.]",1118
14297,monopolion,"מוֹנוֹפּוֹל,  מוֹנוֹפּוֹלִין","monopoly. FW [L. monopolium, from Gk. monopolion (= right of exclusive sale), which is compounded of monos (= alone, single) and polein (= to sell), which derives from IE base * pel- (= to sell, purchase, barter, gain). See מוֹנוֹ□.]",1119
14284,monos,מוֹנוֹגְרַמָּה,"monogram. FW [Late L. monogramma, from Late Gk. monogrammon, monogrammos (= drawn with single lines), which is compounded of Gk. monos (= alone, single), and gramme (= line; lit. ‘that which is written’). See מוֹנוֹ□ and גְּרַם II and cp. מוֹנוֹגְרַפְיָה.]",1120
14292,monos,מוֹנוֹם,"monomial. FW [Fren. monome, contraction of mono-nome, lit. ‘one single name’, a hybrid coined from Gk. monos (= alone, single), and L. nōmen (= name). See מֹונֹו□ and נוֹמִינָלִי. The contraction of mononome into monome is due to haplology.]",1121
14300,monos,מוֹנוֹפְּלָן,"monoplane. FW [A hybrid coined from Gk. monos (= alone, single; see מוֹנוֹ□), and L. plānus (= even, level, flat), which derives from IE base * p(e)lā- (= broad, flat, spread out). See ‘plain’ (adj.) in my CEDEL.]",1122
14301,monos,מוֹנוֹקְל,"monocle. FW [Fren. monocle (= single eyeglass), from Late L. monoculus (= one-eyed), a hybrid coined from Gk. monos (= alone, single; see מוֹנוֹ□), and L. oculus (= eye), which derives from IE base * oqw- (= to see). See ‘eye’ in my CEDEL.]",1123
14303,monos,מוֹנוֹרֵיל,"monorail. FW [A hybrid coined from Gk. monos (= alone, single; see מוֹנוֹ□), and Eng. rail, raile, from Fren. reille (= bar, rail), from L. regula (= a straight piece of wood, ruler; rule), from regere (= to keep straight, lead straight, rule). See רֶגֶנְט.]",1124
14307,monos,מוֹנִיזְם,"monism. FW [Modern L. monismus, from Gk. monos (= alone); first used by the German philosopher Baron Christian von Wolff (1679–1754). See מוֹנוֹ□ and □ִיזְם.]",1125
15894,monos,מָנוֹמֶטֶר,"manometer. FW [Fren. manomètre, lit. ‘instrument for measuring that which is thin’, coined by Varignon (1654–1722) from Gk. manos (= thin, rare), and metron (= measure). The first element stands in gradational relationship to Gk. monos (= single, alone). See ‘manometer’ in my CEDEL. cp. מוֹנוֹ□.]",1126
14287,monotonos,מוֹנוֹטוֹנִי,"monotonous. FW [Gk. monotonos (= of one tone, monotonous), compounded of monos (= alone, single), and tonos (= tone). See מוֹנוֹ□ and טוֹן.]",1127
1002,morphe,אִינְפוֹרְמַצְיָה,"information. FW [Fren. information, from L. īnformātiō (= representation, outline, sketch; idea, conception), from īnformātus, p. part. of īnformāre (= to give form to, shape), from in- (= in), and formāre (= to form, shape), from forma (= form, shape), which is prob. borrowed from Gk. morphe (= form, shape). The intermediate form was prob. morṃa. See ‘form’ (n.) in my CEDEL. For the ending see suff. □יָה.]",1128
14423,morphe,מוֹרְפוֹלוֹגְיָה,"morphology. FW [Ger. Morphologie. Coined by Goethe from Gk. morphe (= form, shape), and logia, from logos (= one who speaks in a certain manner; one who deals with a certain topic). See מוֹרְפֵימָה and □לוֹגְיָה.]",1129
14425,morphe,מוֹרְפֵימָה,"morpheme. FW [Fren. morphème, coined on the analogy of phonème (see פוֹנֵימָה) from Gk. morphe (= form, shape), which is of uncertain origin. cp. the first element in מוֹרְפוֹלוֹגְיָה and the second element in מֶטָמוֹרְפוֹזָה. cp. also פוֹרְמָה.]",1130
22471,morphe,פוֹרְמָה,"form. FW [L. forma (= form, shape, figure, outline, plan, pattern), prob. borrowed from Gk. morphe (= form; see מוֹרְפֵימָה), through the medium of the Etruscans. The intermediate form was prob. *morma. See ‘form’ (n.) in my CEDEL, and cp. פוֹרְמָלִי, פוֹרֽמוּלָה, פוֹרְמָט, פוֹרְמָלִין, פוֹרְמַצְיָה, טְרַנְסְפוֹרְמָטוֹר and the second element in רֶפוֹרְמָה, פּֽלַטֽפוֹרְמָה, קוֹנְפוֹרְמִי.]",1131
14424,Morpheus,מוֹרְפְיוּם,"morphine. FW [Modern L. morphium, from Gk. Morpheus (= the god of sleep; lit.: ‘the maker of shapes’), from morphe (= form, shape; see מוֹרְפֵימָה); so called because of his calling up different shapes before the dreamer. cp. מוֹרְפִינִיזְם.]",1132
14447,moschos,מוּשְׁק,"1) musk. PBH 2) musk deer. NH [Pers. mushk (whence also Gk. moschos), from Old I. muṣkáḥ (= scrotum, testicle; lit.: ‘a little mouse’), from mū́ṣ- (= mouse). In sense 2, מוּשְׁק derives from L. Moschus, moschus (= musk), from Gk. moschos.]",1133
14203,Mousa,מוֹזָאִיקָה,"mosaic. FW [Fren. mosaique, from It. mosaico, from L. mūsaicum, which was formed, with change of suff., from mūsīvum, short for mūsīvum opus (= mosaic), neuter of mūsīvus, a collateral form of mūsēus (= pertaining to the Muses), from Mūsa (= Muse), from Gk. Mousa. See מוּזָה.]",1134
14205,Mousa,מוּזָה,"Muse. FW [Gk. Mousa (= Muse), perhaps related to manthanein (= to learn). See מָתֶמָטִיקָה and cp. מוֹזָאִיקָה, מוּזֵיאוֹן, מוּסִיקָה.]",1135
14206,mouseion,"מוּזֵיאוֹן,  מוּסֵיאוֹן","museum. FW [Gk. mouseion (= seat of the Muses; hence ‘school of arts and learning, museum’), from Mousa (= Muse). See מוּזָה.]",1136
14326,mousike,מוּסִיקָה,"music. FW [Gk. mousike techne (= musical art), orig. ‘any art in which the Muses presided’, f. of mousikos (= pertaining to the Muses), from Mousa (= Muse). See מוּזָה.]",1137
14327,mousike,מוּסִיקָלִי,"musical. FW [Med. L. mūsicālis (= pertaining to music), from musica (= music), from Gk. mousike. See מוּסִיקָה and suff. □ַלִי.]",1138
13782,moychla,מֻגְלָה,"pus, matter. PBH [From Aram.-Syr. מוּגְלָא. cp. Arab. mujl, Ethiop. magl, Gk. moychla (of s.m.). cp. מֹהַל.]",1139
14264,mullos,מוּלִית,"Mullus (a genus of fishes). NH [Hebraized from L. mullus (= the red mullet), from Gk. mullos (= name of a fish), which is related to Gk. melas (= black), and cogn. with L. mulleus (= reddish). All these words derive from IE base * mel- (= dark, soiled, dirty). See ‘melano-’ in my CEDEL and cp. first ‘mullet’ ibid.]",1140
22376,myelos,פּוֹלְיוֹ,"polio. FW [Eng . polio, short for poliomyelitis, from Medical L. poliomyelitis, compounded of Gk. polios (= gray), and Medical L. myelitis, which is formed from Gk. myelos (= marrow). Gk. polios derives from IE base * pel– (= dark-colored, gray). See ‘fallaw’ (= brownish yellow) in my CEDEL.]",1141
10952,mykes,טֶרָמִיצִין,"terramycin (an antibiotic). FW [Coined from L. terra (= earth), Gk. mykes (= fungus), and suff. - in. See ‘terra’, ‘myco-’ and suff. ‘-in’ in my CEDEL.]",1142
1424,myle,אֲמַלְגַּמָּה,"amalgam. FW [Fren. amalgame, from Med. L. amalgama, dissimilated from Arab. al-malgham, which is formed from Arab. al- (= the), and Syr. מָלָגְמָא, from Gk. malagma (= a soft mass), from malassein (= to soften), from malakos (= soft), from IE base *melāq- (= to soften), which is enlarged from base *(s)mel- (= to rub, grind), whence Gk. myle, later mylos (= mill), L. molere (= to grind), molīna (= mill). See ‘meal’ (edible grain) in my CEDEL.]",1143
16112,mysterion,מִסְטוֹרִין,"mystery. PBH [Gk. mysterion (= secret rite, mystery), usually in the pl. mysteria (= the secret rites, mysteries), from mystes (= one initiated into the mysteries). See מִיסֽטִי and cp. מִסְתּוֹרִין.]",1144
16278,mysterion,מִסֽתּוֹרִין,mystery. PBH [A blend of מִסֽתּוֹר and Gk. mysterion (= mystery). See מִסְטוֹרִין.],1145
15199,mysticos,מִיסְטִי,"mystic. FW [Gk. mysticos (= ‘pertaining to secret rites’, properly ‘pertaining to an initiate’), from mystes (= one initiated into the mysteries), which prob. means lit. ‘one whose eyes are closed’, from myein (= to be shut or closed — said esp. of the lips and eyes). See ‘mystery’ in my CEDEL. For the ending of מִיסְטִי see suff. □ִי.]",1146
15201,mystikos,מִיסְטִיקָה,mystic. [From Gk. mystikos. See מִיסְטִי.],1147
15259,mythologia,מִיתוֹלוֹגְיָה,"mythology. FW [Gk. mythologia, compounded of mythos (= word, speech, tale, legend), and - logia, from logos (= one who speaks in a certain manner, one who deals with a certain topic). See מִיתוֹס and □לוֹגְיָה.]",1148
15260,mythos,מִיתוֹס,"myth. FW [Gk. mythos (= word, speech, tale, legend), of uncertain origin.]",1149
27028,myxo,רִירִית,"Myxomycetes, the slime mold (botany). NH [Subst. use of the f. of the adj. רִירִי; properly loan translation of Myxomycetes, whose first member is Gk. myxo, from myxa (= slime). See ‘Myxomycetes’ in my CEDEL.]",1150
18311,nabla,"נֵֽבֶל,  נֶֽבֶל","harp. [Prob. derived from נֵבֶל I and so called after its orig. shape. Aram.-Syr. נַבְלָא (= harp), is borrowed from Hebrew. Gk. nabla and L. nablium, are Sem. loan words. cp. ‘nabla’ in my CEDEL.]",1151
19037,nanos,נַנָּס,"1) dwarf. 2) dwarfish, puny. [From Gk. nanos, nannos (= dwarf), which is of uncertain etymology.]",1152
19187,naphtha,נֵפְטְ,"naphtha, kerosene. PBH [Together with Aram. נַפְטָא, נֵפְטָא (whence Arab. naft, Pers. neft, Gk. naphtha) borrowed from Akka. napṭu (= naphtha). See ‘naphtha’ in my CEDEL. cp. נַפְטוֹל.]",1153
19174,napu,נַפּוּס,"common radish. PBH [From L. nāpus (= a kind of turnip), which derives from Gk. napu, sinapu (= mustard), which is prob. of Egyptian origin.]",1154
19432,nardinon,נַרְדִּינוֹן,"nard oil. PBH [Gk. nardinon (= nard oil), from nardos (= nard). See נֵרְדְּ.]",1155
19431,nardos,נֵרְדְּ,"‘nard’, spikenard (in the Bible occurring only Cant. 1:12, 4:13 and 14). [Together with Aram. נִרְדָּא and Akka. lardu (of s.m.), Heb. נֵרֽדּֽ prob. derives from Indo-Iranian narda, in Old L. naḍáḥ, naḷáḥ (= reed). Old L. náladam (= nard), is possibly Sanskritization of Gk. nardos. However, according to Manfred Mayrhofer the above Sem. words more prob. derive from Old I. náladam. cp. נַרֽדִּינוֹן. cp. also נַרְתִּיק.]",1156
19451,narke,נַרְקוֹמַנְיָה,"narcomania. FW [Medical L. narcomania, compounded of Gk. narke (= numbness), and mania (= madness, frenzy). See נַרְקוֹטִי and מַנְיָה.]",1157
19452,narkissos,נַרְקִיס,"Narcissus (a genus of plants). PBH [L. narcissus, from Gk. narkissos (= narcissus), which is prob. of Aegean origin but was assimilated to narke (= numbness), in allusion to the sedative properties of this plant.]",1158
19448,narkosis,נַרְקוֹזָה,"narcosis (medicine). Medical L. narcosis, from Gk. narkosis (= a benumbing). See נַרְקוֹטִי. FW ",1159
19450,narkotikon,נַרְקוֹטִיקוּם,"narcotic. FW [Ultimately from Gk. narkotikon, neuter of narkotikos (= benumbing). See נַרְקוֹטִי.]",1160
19449,narkotikos,נַרְקוֹטִי,"narcotic. FW [Fren. narcotique, introduced into French by Mondeville in 1314 from Med. L. narcōticus, from Gk. narkotikos (= benumbing), from narkotos, verbal adj. of narkoyn (= to benumb), from narke (= numbness), properly ‘a cramp’, from IE (s)ner-q- (= to turn, twist). IE (s)ner-q- is a q- enlargement of base (s)ner- (= to turn, twist, bind together). See ‘snare’ in my CEDEL, and cp. ‘narrow’ ibid. For the ending of נַרֽקוֹטִי see suff. □ִי.]",1161
18572,nautes,נַוָּט,"seaman, sailor. PBH [Gk. nautes (= seaman, sailor), from naus (= ship), which is cogn. with Old I. nauḥ (= ship, boat), L. nāvis (= ship). cp. ‘naval’ in my CEDEL and words there referred to. cp. also the second element in אַסְטְרוֹנָאוּט and in קוֹסְמוֹנָאוּט.",1162
25196,nautes,קוֹסְמוֹנָאוּט,cosmonaut. FW [Compounded of קוֹסֽמוֹ□ and Gk. nautes (= ship). See נַוָּט.],1163
19411,nekromanteia,נֶקְרוֹמַנְטְיָה,"necromancy. FW [Late L. necromantīa, for Gk. nekromanteia (= necromancy), which is compounded of nekros(see נֶקְרוֹלוֹג), and mantèia (= oracle, divination). For the etymology of manteia see כִּירוֹמַנְטְיָה.",1164
19410,nekros,נֶקְרוֹלוֹג,"necrology, obituary. FW [Med. L. necrologium, compounded of Gk. nekros (= dead body, corpse), and logia (see □לוֹגְיָה). The first element derives from IE base nek- (= to destroy, to perish), whence also L. nex, gen. necis (= violent death, murder), nocēre (= to harm, hurt), noxius (= harmful, injurious). See ‘noxious’ in my CEDEL. For the second element see □לוֹגְיָה.]",1165
19369,nektar,נֶקְטַר,"nectar. NH [L. from Gk. nektar (= ‘drink of the gods’, esp. ‘wine’), which prob. derives from Heb. יַיִן נִקְטַר (= smoked wine, perfumed wine), Niph. of the Sem. base קטר (= to make sacrifices, to smoke).]",1166
18995,nema,נֶמָטוֹדָה,"nematode. FW [Modern L. nematōda (pl.), name of a class of worms. [Compounded of Gk. nema, gen. nematos (= thread), and suff. -odes (= like). For the first element see נִימָא. The second element is formed from combining vowel -o- and eidos (= form, shape); see אִידֵאָה.]",1167
18830,neo,נֵיאֹו□,"combining form meaning ‘new’. FW [Gk. neo-, from neos (= new), from IE newo-, newio-, nowio- (= new). cp. נֵיאוֹן, נוֹבֶלָּה, נוּנְצְיוּס.",1168
18832,neon,נֵיאוֹן,"neon. [Modern L. neon, lit.: ‘the new (element)’, from Gk. neon, neuter of neos (= new). Coined by the discoverers of this element, the Scottish chemist Sir William Ramsay and the English chemist Morris William Travers in 1898. cp. קְסֶנוֹן, קְרִיפְּטוֹן.",1169
18533,neos,נוֹבֶלָּה,"short story. FW [It. novella, from L. novella (= new things), neuter pl. of novelus (= new), used as a f. sing. noun. Novellus is dimin. of novus (= new), which is related to Gk. neos (= new). See נֵיאוֹ□.]",1170
28393,netos,שַׁטְגַּב,"Notonectidae (a family of insects that habitually swim back downward and therefore are called ‘back swimmers’. NH [Compounded of שָׁט (= swimming, swimmer), part. of שׁוּט (see שׁוט I) and גַּב (= back). Accordingly Heb. שַׁטְגַּב is a loan translation of the scientific name Notonectidae, which is compounded of Gk. netos also neton (= the back), and nektes (= swimmer).]",1171
18322,neuron,נֶבְרוֹזָה,"neurosis (disease). FW [Eng. neurosis (lit.: ‘nervous condition’), coined by the Scottish physician William Cullen (1710–90), from Gk. neuron (= nerve), which stands for sneurom and is cogn. with L. nervus (of s.m.). See ‘nerve’ and ‘-osis’ in my CEDEL.]",1172
18323,neuron,נֶבְרוֹלוֹגְיָה,"neurology. FW [Eng. neurology, prob. coined by the English physician Thomas Willis (1621–75) from Gk. neuron (= nerve), and logia (see □לוֹגְיָה).]",1173
18324,neuron,"נֶבְרוֹן,  נֶוְרוֹן","neuron. FW [Medical L., from Gk. neuron (= nerve).]",1174
18325,neuron,נֶבְרִיטִיס,"neuritis (disease). FW [Medical L. neuritis, formed from Gk. neuron (= nerve; see נֶבְרוֹזָה), with suff. - itis. See ‘-itis’ in my CEDEL.]",1175
18327,neuron,נֶבְרַלְגְיָה,"neuralgia (disease). FW [Medical L. neuralgia, compounded of Gk. neuron (= nerve; see נֶבְרוֹזָה), and algia from algos (= pain), which is of uncertain origin.]",1176
18329,neuron,נֶבְרַסְתֶּנְיָה,"neurasthenia (disease). FW [Medical L. neurasthenia (lit.: ‘weakness of the nerves’), from Gk. neuron (= nerve; see נֶבְרוֹזָה), and astheneia (= weakness). See ‘asthenia’ in my CEDEL.]",1177
18871,nima,"נִימָא,  נִימָה","1) thread. PBH 2) hair. PBH 3) string, chord. PBH 4) capillary. NH [Gk. nima (= thread), from the stem of neein (= to spin), from IE base nē- (= to spin, sew with a needle), whence Old Eng. naedl (= needle), lit. ‘a tool for sewing’. See ‘needle’ in my CEDEL and cp. the first element in נֶמָטוֹדָה.]",1178
19609,nitron,נֶֽתֶר,"natron, native carbonate of soda (in the Bible occurring only Jer. 2:22 and Pr. 25:20). [Related to Aram. נִתְרָא, Syr. נֶתְרָא, Akka. nitiru. [Gk. nitron — whence L. nitrum — is a Heb. loan word. See ‘inter’ in my CEDEL.]",1179
18595,nomas,נוֹמָד,"nomad. FW [Gk. nomas (= roaming about for pasture, wandering from one place to another), from nomos (= land allotted, pasture, district, province), which is related to nome (= pasturage, feeding, grazing; spreading; division, distribution), and to nemein (= to deal out, distribute, allot; to allot pasture, pasture, drive to pasture), from IE base nem- (= to divide, distribute, allot). cp. נוֹמֵי, נוּמִיסְמָטִי, נוּמֶרוּס, נוּמֶרָטוֹר. cp. also נִימוּס, and the second element in אוֹטוֹנוֹמִי, אַנְסִינוֹמְיָה, אַסְטְרוֹנוֹם, אַסְטְרוֹנוֹמְיָה, אֶקוֹנוֹמְיָה, גַסֽטְרוֹנוֹמְיָה. cp. also ‘nomad’ in my CEDEL.]",1180
18598,nome,נוֹמֵי,"ulcer. PBH [Gk. nome (= feeding, grazing; spreading; spreading ulcer). See נוֹמָד.]",1181
18992,nomike,נִמּוּק,"1) reason, argument. 2) reasoning. PBH [Prob. a loan word from Gk. nomike (= the knowledge of the law), f. of nomikos (= relating to the law), from nomos (= law); see נִימוּס. The change of o to i is prob. due to dissimilation.]",1182
18602,nomisma,נוּמִיסְמָטִי,"numismatic. FW [Fren. numismatique, from L. numisma (= current coin), from Gk. nomisma (= usage, money, current coin), lit. ‘what has been sanctioned by custom or usage’, from nomizein (= law, custom, usage). See נוֹמָד and suff. □ִי.]",1183
18872,nomos,"נִימוֹס,  נִימוּס","1) usage. PBH 2) good manners, etiquette. NH PBH [Alteration of Gk. nomos (= anything allotted or assigned; usage; custom; law), which is related to nemein (= to deal out, distribute, allot; to allot pasture, pasture, drive to pasture), from IE base nem- (= to divide, distribute, allot). See נוֹמָד and cp. words there referred to. The change of Gk. nomos to נִימוֹס in Hebrew is due to dissimilation. According to a well-known linguistic law of the Hebrew language if o or u sounds follow each other in two neighboring syllables, the first is generally changed into i. cp. e.g. חִיצוֹן (= outer, exterior), which derives from חוּץ (= out of, outside), and תִּיכוֹן (= middle, central), which comes from תּוֹךְ (= in the midst of); see חִיצוֹן and תִּיכוֹן. According to my opinion the word נִימוֹס also owes its form to the same law of dissimilation. The change of Gk. nomos to נִימוֹס is very important because it proves that this law (the law of Philippi) continued to be valid during the period of the Mishnah and Talmud, and was applied even to words of foreign origin. cp. MH בִּימוֹס (= pedestal), which was dissimilated from Gk. bomos (= altar), קִינוֹף (= frame of canopy for a mosquito net), dissimilated from Gk. konopeion (= a bed with mosquito curtains), קִיתוֹן (= jug, cup), dissimilated from Gk. kothon (= Laconian drinking vessel).]",1184
18613,nostos,נוֹסְטַלְגְּיָה,"nostalgia. FW [Mod. L. nostalgia, coined in 1688 by Johannes Hofer from Gk. nostos (= return home), and algia, from algos (= pain). The first element is related to neomai (= I go, come, return), naio (= I dwell), from IE base nes-, nos- (= to return; to unite), whence also Old I. násatē (= approaches, joins), Nā́satyā (name of the physicians of the gods). cp. ‘nostalgia’ and ‘Nestor’ in my CEDEL.]",1185
18580,notarikon,נוֹטָרִיקוֹן,"stenographer’s method; abbreviation. NH [A loan word from Middle Gk. notarikon, L. notāricum (= shorthand), from notārius. See נוֹסַרֽיוֹן.",1186
3113,noumeron,"בְּנֵי מָרוֹן,  בְּנֵי מְרוֹן","‘flocks of sheep’ or ‘troops of soldiers’ (occurring in the Mishnah, in the phrase כָּל בָּאֵי עוֹלָם עוֹבְרִין לְפָנָיו בִּבְנֵי מָרוֹן, ‘all mankind pass before him כבני מרון’ — either ‘like troops of soldiers’ or ‘like flocks of sheep’). PBH [כבני מרון is prob. metanalysis for כבנומרון (= כִּבְנוּמֶרוֹן), which is formed from the prefixes כְּ□ (= like, as), בּֽ□ (= in), and נוּמֶרוֹן, from Late Gk. noumeron, from L. numerus (= troop, band); properly: ‘a certain number of soldiers’. Hence כִּבֽנוּמֶרוֹן means ‘as in a troop of soldiers’. Through the slight change of the first ו into י, כבנומרון was folk-etymologically interpreted in the Talmud as a Hebrew phrase consisting of two nouns, the first of which is כִּבְנֵי (= ‘like the children of’, or ‘like the young of’, on the analogy of phrases like בּֽנֵי אָדָם,, ‘the children of man, mankind’), and מרון, the second part, was connected with Aram. אֲמַרְנָא (= lamb), whence בני מרון means ‘flocks of sheep’.]",1187
13045,nymphe,לִימְפָה,"lymph. FW [L. lympha, lumpa, limpa (= goddess of water, water), properly dissimilated from Gk. nymphe (= nymph). See נִימְפָה. cp. לִימְפָתִי.]",1188
18880,nymphe,נִימְפָה,"nymph. FW [From Gk. nymphe (= bride, maiden, nymph), which is cogn. with L. nūbere (= to marry, wed). See ‘nuptial’ in my CEDEL and cp. נִימְפֵי, נִימְפֵיאָה. cp. also לִימְפָה.]",1189
18882,nymphe,"נִימְפֵי,  נִינְפֵי",bride. PBH [Gk. nymphe.],1190
18883,nymphe,נִימְפֵיאָה,"Nymphaea (a genus of plants). NH [Modern L. Nymphaea, from L. nympha (= nympha), from Gk. nymphe. See נִימְפָה.]",1191
18640,nyx,נוֹקְטוּרְן,"nocturn. FW [Fren. nocturne, from Med. L. nocturna, subst. use of the f. of nocturnus (= pertaining to the night), from nox (= night), which is cogn. with Old I. naktam (= at night), naktīḥ (= nights), Gk. nyx (= night). See ‘nocturnal’ in my CEDEL.]",1192
368,oasis,אוֹאָזִיס,"oasis. FW [Gk. oasis, of Egypt. origin. cp. Coptic ouahe (= oasis), whence also Arab. wāhah (of s.m., properly ‘dwelling place’), from ouah (= to dwell).]",1193
378,obeliskos,אוֹבֶּלִיסְק,"obelisk. FW [Gk. obeliskos (= a small spit, an obelisk), dimin. of obelos (= a spit, needle, pointed pillar, obelisk), which is of uncertain origin.]",1194
1093,ochlos,אֻכְלוּסִים,"pl. 1) crowd. 2) population. [Formed from Gk. ochlos (= crowd, mob, multitude, populace), which is of uncertain origin. It is perhaps related to ochein (= to carry), and cogn. with L. vehere (= to carry, convey). See ‘vehicle’ and ‘weigh’ in my CEDEL and cp. ‘ochlocracy’ ibid.]",1195
